"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"150740","SÃO FRANCISCO DO PARÁ","PA","12/2023","202","114","266643,7","150480","316","417123,7"
"150745","SÃO GERALDO DO ARAGUAIA","PA","12/2023","544","398","718114,25","525368,36","942","1243482,61"
"150746","SÃO JOÃO DA PONTA","PA","12/2023","41","43","54121,32","56760","84","110881,32"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2023","221","104","291728,41","137282,1","325","429010,51"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2023","97","76","128045,34","100322,75","173","228368,09"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2023","1440","750","1900839,05","990006,67","2190","2890845,72"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","12/2023","272","175","359043,57","231000,2","447","590043,77"
"150775","SAPUCAIA","PA","12/2023","64","48","84480,48","63360,1","112","147840,58"
"150780","SENADOR JOSÉ PORFÍRIO","PA","12/2023","159","102","209881,96","134640,18","261","344522,14"
"150790","SOURE","PA","12/2023","487","323","642852,19","426363,7","810","1069215,89"
"150795","TAILÂNDIA","PA","12/2023","1315","777","1735832,22","1025651,38","2092","2761483,60"
"150796","TERRA ALTA","PA","12/2023","192","141","253440,91","186121,94","333","439562,85"
"150797","TERRA SANTA","PA","12/2023","243","251","320769,66","332641,99","494","653411,65"
"150800","TOMÉ-AÇU","PA","12/2023","1047","840","1382059,51","1110120,9","1887","2492180,41"
"150803","TRACUATEUA","PA","12/2023","316","92","417135,02","121440,54","408","538575,56"
"150805","TRAIRÃO","PA","12/2023","155","97","204602,85","128040,96","252","332643,81"
"150808","TUCUMÃ","PA","12/2023","621","643","819727,12","848763,45","1264","1668490,57"
"150810","TUCURUÍ","PA","12/2023","2434","1191","3212982,1","1572129,34","3625","4785111,44"
"150812","ULIANÓPOLIS","PA","12/2023","329","300","434289,29","396001,9","629","830291,19"
"150815","URUARÁ","PA","12/2023","936","559","1235535,82","737883,46","1495","1973419,28"
"150820","VIGIA","PA","12/2023","1224","823","1615741,33","1086375,32","2047","2702116,65"
"150830","VISEU","PA","12/2023","500","160","660018,88","211201,83","660","871220,71"
"150835","VITÓRIA DO XINGU","PA","12/2023","190","110","250803,58","145200","300","396003,58"
"150840","XINGUARA","PA","12/2023","949","720","1254037,08","950410,41","1669","2204447,49"
"250010","ÁGUA BRANCA","PB","12/2023","102","17","134641,18","22440,02","119","157081,20"
"250020","AGUIAR","PB","12/2023","32","4","42240","5280","36","47520"
"250030","ALAGOA GRANDE","PB","12/2023","772","249","1019071,41","328685,41","1021","1347756,82"
"250040","ALAGOA NOVA","PB","12/2023","373","96","492380,35","126721,77","469","619102,12"
"250050","ALAGOINHA","PB","12/2023","265","58","349802,28","76560,5","323","426362,78"
"250053","ALCANTIL","PB","12/2023","61","11","80521,18","14520","72","95041,18"
"250057","ALGODÃO DE JANDAÍRA","PB","12/2023","3","1","3960,2","1320","4","5280,2"
"250060","ALHANDRA","PB","12/2023","491","189","648138,03","249481,25","680","897619,28"
"250070","SÃO JOÃO DO RIO DO PEIXE","PB","12/2023","579","140","764300,22","184800,44","719","949100,66"
"250073","AMPARO","PB","12/2023","8","0","10560","0","8","10560"
"250077","APARECIDA","PB","12/2023","148","60","195363,12","79200,2","208","274563,32"
"250080","ARAÇAGI","PB","12/2023","344","86","454094,23","113520,38","430","567614,61"
"250090","ARARA","PB","12/2023","146","87","192720,99","114840","233","307560,99"
"250100","ARARUNA","PB","12/2023","538","138","710169,44","182161","676","892330,44"
"250110","AREIA","PB","12/2023","564","219","744495,42","289081,68","783","1033577,10"
"250115","AREIA DE BARAÚNAS","PB","12/2023","7","10","9240,18","13200,26","17","22440,44"
"250120","AREIAL","PB","12/2023","92","36","121440,98","47521,68","128","168962,66"
"250130","AROEIRAS","PB","12/2023","520","106","686421,6","139922,06","626","826343,66"
"250135","ASSUNÇÃO","PB","12/2023","18","21","23760,84","27720","39","51480,84"
"250140","BAÍA DA TRAIÇÃO","PB","12/2023","86","20","113523,3","26400","106","139923,3"
"250150","BANANEIRAS","PB","12/2023","516","228","681134,33","300961,99","744","982096,32"
"250153","BARAÚNA","PB","12/2023","19","6","25080,1","7920","25","33000,1"
"250157","BARRA DE SANTANA","PB","12/2023","51","15","67320,89","19800","66","87120,89"
"250160","BARRA DE SANTA ROSA","PB","12/2023","214","64","282483,46","84480","278","366963,46"
"250170","BARRA DE SÃO MIGUEL","PB","12/2023","69","33","91080,2","43560","102","134640,2"
"250180","BAYEUX","PB","12/2023","4120","1741","5441337,64","2298181,17","5861","7739518,81"
"250190","BELÉM","PB","12/2023","574","264","757688,35","348482,15","838","1106170,50"
"250200","BELÉM DO BREJO DO CRUZ","PB","12/2023","72","20","95041,08","26400,7","92","121441,78"
"250205","BERNARDINO BATISTA","PB","12/2023","22","8","29040","10560,18","30","39600,18"
"250210","BOA VENTURA","PB","12/2023","78","15","102962,32","19800","93","122762,32"
"250215","BOA VISTA","PB","12/2023","78","45","102961,65","59400,21","123","162361,86"
"250220","BOM JESUS","PB","12/2023","22","11","29040,41","14520","33","43560,41"
"250230","BOM SUCESSO","PB","12/2023","72","10","95040,3","13200,2","82","108240,5"
"250240","BONITO DE SANTA FÉ","PB","12/2023","203","69","267965,74","91080,2","272","359045,94"
"250250","BOQUEIRÃO","PB","12/2023","410","71","541217,14","93720","481","634937,14"
"250260","IGARACY","PB","12/2023","51","11","67320,93","14520,12","62","81841,05"
"250270","BORBOREMA","PB","12/2023","63","22","83160,8","29040","85","112200,8"
"250280","BREJO DO CRUZ","PB","12/2023","367","83","484445,01","109560","450","594005,01"
"250290","BREJO DOS SANTOS","PB","12/2023","115","14","151800,3","18480,62","129","170280,92"
"250300","CAAPORÃ","PB","12/2023","384","183","506893,78","241560,4","567","748454,18"
"250310","CABACEIRAS","PB","12/2023","64","7","84481,58","9240","71","93721,58"
"250320","CABEDELO","PB","12/2023","1533","762","2023659,85","1007180,1","2295","3030839,95"
"250330","CACHOEIRA DOS ÍNDIOS","PB","12/2023","115","19","151802,94","25080,1","134","176883,04"
"250340","CACIMBA DE AREIA","PB","12/2023","30","8","39600,55","10560","38","50160,55"
"250350","CACIMBA DE DENTRO","PB","12/2023","153","80","201962","105600","233","307562"
"250355","CACIMBAS","PB","12/2023","45","10","59400","13200,25","55","72600,25"
"250360","CAIÇARA","PB","12/2023","169","38","223084","50160,89","207","273244,89"
"250370","CAJAZEIRAS","PB","12/2023","1710","958","2257289,99","1267223,36","2668","3524513,35"
"250375","CAJAZEIRINHAS","PB","12/2023","11","6","14521,35","7920,65","17","22442,00"
"250380","CALDAS BRANDÃO","PB","12/2023","55","8","72600,89","10560","63","83160,89"
"250390","CAMALAÚ","PB","12/2023","48","11","63361,3","14520","59","77881,3"
"250400","CAMPINA GRANDE","PB","12/2023","10837","9547","14309441","12606268,91","20384","26915709,91"
"250403","CAPIM","PB","12/2023","235","71","310202,52","93720","306","403922,52"
"250407","CARAÚBAS","PB","12/2023","61","17","80520,1","22440,85","78","102960,95"
"250410","CARRAPATEIRA","PB","12/2023","32","5","42240,31","6600,8","37","48841,11"
"250415","CASSERENGUE","PB","12/2023","37","24","48840","31680","61","80520"
"250420","CATINGUEIRA","PB","12/2023","42","10","55440,3","13200","52","68640,3"
"250430","CATOLÉ DO ROCHA","PB","12/2023","1481","202","1955306,41","266641,39","1683","2221947,80"
"250435","CATURITÉ","PB","12/2023","28","6","36961,09","7920","34","44881,09"
"250440","CONCEIÇÃO","PB","12/2023","593","126","782773,63","166321","719","949094,63"
"250450","CONDADO","PB","12/2023","73","24","96361,44","31680","97","128041,44"
"250460","CONDE","PB","12/2023","390","196","514804,49","258722,24","586","773526,73"
"250470","CONGO","PB","12/2023","79","30","104281,5","39600","109","143881,5"
"250480","COREMAS","PB","12/2023","296","79","390731,07","104280,98","375","495012,05"
"250485","COXIXOLA","PB","12/2023","7","1","9240","1320","8","10560"
"250490","CRUZ DO ESPÍRITO SANTO","PB","12/2023","224","55","295684,63","72600,96","279","368285,59"
"250500","CUBATI","PB","12/2023","95","30","125400","39600","125","165000"
"250510","CUITÉ","PB","12/2023","776","201","1024337,19","265320,78","977","1289657,97"
"250520","CUITEGI","PB","12/2023","125","57","165000","75240,7","182","240240,7"
"250523","CUITÉ DE MAMANGUAPE","PB","12/2023","115","29","151801,02","38280,12","144","190081,14"
"250527","CURRAL DE CIMA","PB","12/2023","93","51","122760,98","67320,2","144","190081,18"
"250530","CURRAL VELHO","PB","12/2023","12","4","15840,6","5280","16","21120,6"
"250535","DAMIÃO","PB","12/2023","27","6","35640,15","7920","33","43560,15"
"250540","DESTERRO","PB","12/2023","121","29","159720,25","38280","150","198000,25"
"250550","VISTA SERRANA","PB","12/2023","80","3","105601,19","3960","83","109561,19"
"250560","DIAMANTE","PB","12/2023","43","26","56761,11","34320,07","69","91081,18"
"250570","DONA INÊS","PB","12/2023","143","35","188761,55","46200,7","178","234962,25"
"250580","DUAS ESTRADAS","PB","12/2023","76","21","100405,2","27720","97","128125,2"
"250590","EMAS","PB","12/2023","19","7","25080","9240","26","34320"
"250600","ESPERANÇA","PB","12/2023","1247","609","1646075,78","803884,11","1856","2449959,89"
"250610","FAGUNDES","PB","12/2023","128","34","168968,45","44880,22","162","213848,67"
"250620","FREI MARTINHO","PB","12/2023","21","5","27720,81","6600","26","34320,81"
"250625","GADO BRAVO","PB","12/2023","63","17","83162,33","22440,24","80","105602,57"
"250630","GUARABIRA","PB","12/2023","2143","1314","2829099,69","1734503,91","3457","4563603,60"
"250640","GURINHÉM","PB","12/2023","169","41","223085,57","54120,15","210","277205,72"
"250650","GURJÃO","PB","12/2023","26","10","34321,49","13200","36","47521,49"
"250660","IBIARA","PB","12/2023","49","21","64680,52","27720","70","92400,52"
"250670","IMACULADA","PB","12/2023","76","17","100320,99","22440","93","122760,99"
"250680","INGÁ","PB","12/2023","376","95","496332,29","125400,59","471","621732,88"
"250690","ITABAIANA","PB","12/2023","1667","786","2200493,38","1037530,5","2453","3238023,88"
"250700","ITAPORANGA","PB","12/2023","883","180","1165576,92","237600,83","1063","1403177,75"
"250710","ITAPOROROCA","PB","12/2023","440","133","580842,84","175565,93","573","756408,77"
"250720","ITATUBA","PB","12/2023","112","35","147841,98","46200","147","194041,98"
"250730","JACARAÚ","PB","12/2023","367","84","484448,18","110882,53","451","595330,71"
"250740","JERICÓ","PB","12/2023","82","8","108242,24","10560","90","118802,24"
"250750","JOÃO PESSOA","PB","12/2023","17725","12138","23405881,54","16026475,65","29863","39432357,19"
"250760","JUAREZ TÁVORA","PB","12/2023","109","29","143880,87","38281,96","138","182162,83"
"250770","JUAZEIRINHO","PB","12/2023","272","132","359046,85","174240,7","404","533287,55"
"250780","JUNCO DO SERIDÓ","PB","12/2023","61","28","80521,51","36960","89","117481,51"
"250790","JURIPIRANGA","PB","12/2023","326","183","430326,04","241562,48","509","671888,52"
"250800","JURU","PB","12/2023","151","18","199320","23760","169","223080"
"250810","LAGOA","PB","12/2023","64","13","84480,04","17160","77","101640,04"
"250820","LAGOA DE DENTRO","PB","12/2023","139","30","183482,55","39600,26","169","223082,81"
"250830","LAGOA SECA","PB","12/2023","382","192","504258,26","253440,9","574","757699,16"
"250840","LASTRO","PB","12/2023","55","11","72600,98","14520,2","66","87121,18"
"250850","LIVRAMENTO","PB","12/2023","69","15","91081,61","19800","84","110881,61"
"250855","LOGRADOURO","PB","12/2023","18","4","23760,2","5280","22","29040,2"
"250860","LUCENA","PB","12/2023","173","91","228363,22","120120","264","348483,22"
"250870","MÃE DÁGUA","PB","12/2023","39","4","51480","5280","43","56760"
"250880","MALTA","PB","12/2023","82","30","108240,08","39600","112","147840,08"
"250890","MAMANGUAPE","PB","12/2023","2618","962","3457174","1269856,01","3580","4727030,01"
"250900","MANAÍRA","PB","12/2023","79","17","104281,47","22440","96","126721,47"
"250905","MARCAÇÃO","PB","12/2023","106","35","139920,9","46200","141","186120,9"
"250910","MARI","PB","12/2023","779","285","1028308,73","376206,23","1064","1404514,96"
"250915","MARIZÓPOLIS","PB","12/2023","90","43","118801,86","56761,77","133","175563,63"
"250920","MASSARANDUBA","PB","12/2023","141","41","186120","54120,7","182","240240,7"
"250930","MATARACA","PB","12/2023","123","93","162361,48","122761,1","216","285122,58"
"250933","MATINHAS","PB","12/2023","13","3","17160","3960,46","16","21120,46"
"250937","MATO GROSSO","PB","12/2023","24","2","31680","2640","26","34320"
"250939","MATURÉIA","PB","12/2023","38","13","50160,73","17160","51","67320,73"
"250940","MOGEIRO","PB","12/2023","117","41","154441,93","54120,73","158","208562,66"
"250950","MONTADAS","PB","12/2023","70","25","92401,47","33000","95","125401,47"
"250960","MONTE HOREBE","PB","12/2023","60","38","79203,99","50160,2","98","129364,19"
"250970","MONTEIRO","PB","12/2023","1044","419","1380750,6","554404,84","1463","1935155,44"
"250980","MULUNGU","PB","12/2023","75","32","99000,99","42240","107","141240,99"
"250990","NATUBA","PB","12/2023","140","43","184800","56760","183","241560"
"251000","NAZAREZINHO","PB","12/2023","84","14","110880,9","18480","98","129360,9"
"251010","NOVA FLORESTA","PB","12/2023","124","49","163680","64680","173","228360"
"251020","NOVA OLINDA","PB","12/2023","87","16","114841,27","21120","103","135961,27"
"251030","NOVA PALMEIRA","PB","12/2023","37","16","48840,91","21120","53","69960,91"
"251040","OLHO DÁGUA","PB","12/2023","63","21","83160","29040","84","112200"
"251050","OLIVEDOS","PB","12/2023","31","7","40920","9240","38","50160"
"251060","OURO VELHO","PB","12/2023","38","12","50161","15840,64","50","66001,64"
"251065","PARARI","PB","12/2023","5","3","6600","3960","8","10560"
"251070","PASSAGEM","PB","12/2023","18","2","23761,53","2640","20","26401,53"
"251080","PATOS","PB","12/2023","2965","3350","3913968,45","4423397,11","6315","8337365,56"
"251090","PAULISTA","PB","12/2023","185","38","244202,18","50160","223","294362,18"
"251100","PEDRA BRANCA","PB","12/2023","24","3","31681,23","3960","27","35641,23"
"251110","PEDRA LAVRADA","PB","12/2023","50","27","66000","35640","77","101640"
"251120","PEDRAS DE FOGO","PB","12/2023","1373","809","1812442,02","1067899,43","2182","2880341,45"
"251130","PIANCÓ","PB","12/2023","413","86","545291,96","113520,05","499","658812,01"
"251140","PICUÍ","PB","12/2023","467","235","616444,53","310202,53","702","926647,06"
"251150","PILAR","PB","12/2023","319","65","421085,84","85800","384","506885,84"
"251160","PILÕES","PB","12/2023","84","19","110880","25080,58","103","135960,58"
"251170","PILÕEZINHOS","PB","12/2023","70","15","92400,26","19800","85","112200,26"
"251180","PIRPIRITUBA","PB","12/2023","192","133","253443,99","175561,85","325","429005,84"
"251190","PITIMBU","PB","12/2023","93","40","122765,36","52800,58","133","175565,94"
"251200","POCINHOS","PB","12/2023","282","89","372251,12","117480,44","371","489731,56"
"251203","POÇO DANTAS","PB","12/2023","33","7","43560,69","9240","40","52800,69"
"251207","POÇO DE JOSÉ DE MOURA","PB","12/2023","75","22","99000,61","29040","97","128040,61"
"251210","POMBAL","PB","12/2023","1289","481","1701516,61","634927,59","1770","2336444,20"
"251220","PRATA","PB","12/2023","46","14","60720,74","18480","60","79200,74"
"251230","PRINCESA ISABEL","PB","12/2023","558","106","736571,87","139921,02","664","876492,89"
"251240","PUXINANÃ","PB","12/2023","96","42","126720,5","55440","138","182160,5"
"251250","QUEIMADAS","PB","12/2023","1324","515","1747625,79","679810,83","1839","2427436,62"
"251260","QUIXABA","PB","12/2023","9","6","11880,41","7920,48","15","19800,89"
"251270","REMÍGIO","PB","12/2023","282","91","372248,3","120120,69","373","492368,99"
"251272","PEDRO RÉGIS","PB","12/2023","60","10","79201,1","13200","70","92401,1"
"251274","RIACHÃO","PB","12/2023","17","5","22440,25","6600","22","29040,25"
"251275","RIACHÃO DO BACAMARTE","PB","12/2023","31","18","40920,62","23760","49","64680,62"
"251276","RIACHÃO DO POÇO","PB","12/2023","31","9","40921,84","11880","40","52801,84"
"251278","RIACHO DE SANTO ANTÔNIO","PB","12/2023","17","5","22442,26","6600","22","29042,26"
"251280","RIACHO DOS CAVALOS","PB","12/2023","132","5","174240,4","6600","137","180840,4"
"251290","RIO TINTO","PB","12/2023","939","395","1239564,05","521425,51","1334","1760989,56"
"251300","SALGADINHO","PB","12/2023","19","5","25080","6600","24","31680"
"251310","SALGADO DE SÃO FÉLIX","PB","12/2023","235","100","310208,22","133321,73","335","443529,95"
"251315","SANTA CECÍLIA","PB","12/2023","54","8","71280","10560","62","81840"
"251320","SANTA CRUZ","PB","12/2023","63","18","83160,84","23760","81","106920,84"
"251330","SANTA HELENA","PB","12/2023","83","12","109560","15840","95","125400"
"251335","SANTA INÊS","PB","12/2023","20","7","26400","9240","27","35640"
"251340","SANTA LUZIA","PB","12/2023","525","421","693019,45","555722,23","946","1248741,68"
"251350","SANTANA DE MANGUEIRA","PB","12/2023","45","2","59400","2640","47","62040"
"251360","SANTANA DOS GARROTES","PB","12/2023","83","14","109560,2","18480","97","128040,2"
"251365","JOCA CLAUDINO","PB","12/2023","9","2","11881,28","2640,9","11","14522,18"
"251370","SANTA RITA","PB","12/2023","4694","2149","6196284,53","2836724,97","6843","9033009,50"
"251380","SANTA TERESINHA","PB","12/2023","40","12","52800,54","15840","52","68640,54"
"251385","SANTO ANDRÉ","PB","12/2023","6","1","7920,9","1320","7","9240,9"
"251390","SÃO BENTO","PB","12/2023","871","306","1149748,69","403926,36","1177","1553675,05"
"251392","SÃO BENTINHO","PB","12/2023","39","16","51480,5","21120","55","72600,5"
"251394","SÃO DOMINGOS DO CARIRI","PB","12/2023","20","7","26400,6","9240","27","35640,6"
"251396","SÃO DOMINGOS","PB","12/2023","8","5","10560","6600,2","13","17160,2"
"251398","SÃO FRANCISCO","PB","12/2023","18","3","23760,75","3960","21","27720,75"
"251400","SÃO JOÃO DO CARIRI","PB","12/2023","49","14","64680","18480","63","83160"
"251410","SÃO JOÃO DO TIGRE","PB","12/2023","40","10","52801,6","13200","50","66001,6"
"251420","SÃO JOSÉ DA LAGOA TAPADA","PB","12/2023","91","34","120121,81","44880","125","165001,81"
"251430","SÃO JOSÉ DE CAIANA","PB","12/2023","47","7","62040,84","9240","54","71280,84"
"251440","SÃO JOSÉ DE ESPINHARAS","PB","12/2023","32","23","42240","30360","55","72600"
"251445","SÃO JOSÉ DOS RAMOS","PB","12/2023","62","10","81842,84","13200","72","95042,84"
"251450","SÃO JOSÉ DE PIRANHAS","PB","12/2023","367","65","484454,97","85801,19","432","570256,16"
"251455","SÃO JOSÉ DE PRINCESA","PB","12/2023","9","1","11880","1320","10","13200"
"251460","SÃO JOSÉ DO BONFIM","PB","12/2023","19","6","25080","7920,02","25","33000,02"
"251465","SÃO JOSÉ DO BREJO DO CRUZ","PB","12/2023","12","6","15840","7920","18","23760"
"251470","SÃO JOSÉ DO SABUGI","PB","12/2023","40","15","52801,74","19800","55","72601,74"
"251480","SÃO JOSÉ DOS CORDEIROS","PB","12/2023","25","3","33000,72","3960,92","28","36961,64"
"251490","SÃO MAMEDE","PB","12/2023","61","32","80522,54","42240,3","93","122762,84"
"251500","SÃO MIGUEL DE TAIPU","PB","12/2023","96","21","126721,59","27720","117","154441,59"
"251510","SÃO SEBASTIÃO DE LAGOA DE ROÇA","PB","12/2023","75","44","99000,7","58080,62","119","157081,32"
"251520","SÃO SEBASTIÃO DO UMBUZEIRO","PB","12/2023","36","8","47520","10560","44","58080"
"251530","SAPÉ","PB","12/2023","3290","1359","4344205,19","1793889,75","4649","6138094,94"
"251540","SÃO VICENTE DO SERIDÓ","PB","12/2023","92","20","121440","26401,38","112","147841,38"
"251550","SERRA BRANCA","PB","12/2023","363","116","479180,31","153122,33","479","632302,64"
"251560","SERRA DA RAIZ","PB","12/2023","21","7","27720,43","9240","28","36960,43"
"251570","SERRA GRANDE","PB","12/2023","18","1","23760","1320","19","25080"
"251580","SERRA REDONDA","PB","12/2023","110","29","145202,37","38280","139","183482,37"
"251590","SERRARIA","PB","12/2023","74","31","97680,2","40920,8","105","138601,0"
"251593","SERTÃOZINHO","PB","12/2023","22","16","29040,5","21120","38","50160,5"
"251597","SOBRADO","PB","12/2023","110","27","145200,8","35640,85","137","180841,65"
"251600","SOLÂNEA","PB","12/2023","826","364","1090345,1","480482,72","1190","1570827,82"
"251610","SOLEDADE","PB","12/2023","231","85","304927,64","112200,22","316","417127,86"
"251615","SOSSÊGO","PB","12/2023","26","4","34320","5280","30","39600"
"251620","SOUSA","PB","12/2023","2837","1661","3746274,36","2193863,41","4498","5940137,77"
"251630","SUMÉ","PB","12/2023","387","140","510861,01","184805","527","695666,01"
"251640","TACIMA","PB","12/2023","81","30","106925,69","39600","111","146525,69"
"251650","TAPEROÁ","PB","12/2023","253","96","333965,66","126720,63","349","460686,29"
"251660","TAVARES","PB","12/2023","211","30","278525,27","39600,3","241","318125,57"
"251670","TEIXEIRA","PB","12/2023","359","114","473889,74","150481,4","473","624371,14"
"251675","TENÓRIO","PB","12/2023","13","3","17160","3960","16","21120"
"251680","TRIUNFO","PB","12/2023","99","13","130681,09","17160","112","147841,09"
"251690","UIRAÚNA","PB","12/2023","287","65","379179,42","85800,2","352","464979,62"
"251700","UMBUZEIRO","PB","12/2023","250","46","330002,65","60720","296","390722,65"
"251710","VÁRZEA","PB","12/2023","17","7","22440,41","9240,6","24","31681,01"
"251720","VIEIRÓPOLIS","PB","12/2023","32","13","42240,9","17160","45","59400,9"
"251740","ZABELÊ","PB","12/2023","12","6","15840,3","7920","18","23760,3"
"260005","ABREU E LIMA","PE","12/2023","2205","2101","2911472,18","2776008,42","4306","5687480,60"
"260010","AFOGADOS DA INGAZEIRA","PE","12/2023","1542","511","2035473,58","674524,23","2053","2709997,81"
"260020","AFRÂNIO","PE","12/2023","421","56","555731,1","73920,9","477","629652,0"
"260030","AGRESTINA","PE","12/2023","487","226","644176,88","298321,7","713","942498,58"
"260040","ÁGUA PRETA","PE","12/2023","544","292","718103,1","385443,01","836","1103546,11"
"260050","ÁGUAS BELAS","PE","12/2023","915","332","1207829,32","439563,04","1247","1647392,36"
"260060","ALAGOINHA","PE","12/2023","345","42","455410,87","55440","387","510850,87"
"260070","ALIANÇA","PE","12/2023","897","549","1184102,31","724703,88","1446","1908806,19"
"260080","ALTINHO","PE","12/2023","607","226","802577,88","298320","833","1100897,88"
"260090","AMARAJI","PE","12/2023","348","169","459361,95","223081,5","517","682443,45"
"260100","ANGELIM","PE","12/2023","165","86","217802,67","113520","251","331322,67"
"260105","ARAÇOIABA","PE","12/2023","187","130","246842,11","171600,5","317","418442,61"
"260110","ARARIPINA","PE","12/2023","2462","934","3251221,88","1232892,93","3396","4484114,81"
"260120","ARCOVERDE","PE","12/2023","1655","1407","2185013,12","1859899,45","3062","4044912,57"
"260130","BARRA DE GUABIRABA","PE","12/2023","191","71","252123,08","93720","262","345843,08"
"260140","BARREIROS","PE","12/2023","1637","890","2160891,3","1174814,23","2527","3335705,53"
"260150","BELÉM DE MARIA","PE","12/2023","148","76","195360,93","100320","224","295680,93"
"260160","BELÉM DO SÃO FRANCISCO","PE","12/2023","320","83","422414,62","109560,58","403","531975,20"
"260170","BELO JARDIM","PE","12/2023","2328","1548","3074384,23","2046030,82","3876","5120415,05"
"260180","BETÂNIA","PE","12/2023","152","22","200645,44","29040,2","174","229685,64"
"260190","BEZERROS","PE","12/2023","1877","1041","2477682,3","1376765,57","2918","3854447,87"
"260200","BODOCÓ","PE","12/2023","870","252","1148423,28","332640,62","1122","1481063,90"
"260210","BOM CONSELHO","PE","12/2023","1098","415","1449401,25","547803,53","1513","1997204,78"
"260220","BOM JARDIM","PE","12/2023","597","82","788061,63","108241,79","679","896303,42"
"260230","BONITO","PE","12/2023","1085","407","1432249,19","538567,3","1492","1970816,49"
"260240","BREJÃO","PE","12/2023","173","53","228368,44","69962,14","226","298330,58"
"260250","BREJINHO","PE","12/2023","88","28","116160,16","36960","116","153120,16"
"260260","BREJO DA MADRE DE DEUS","PE","12/2023","865","385","1141816,03","508203,56","1250","1650019,59"
"260270","BUENOS AIRES","PE","12/2023","198","77","261366,37","101640","275","363006,37"
"260280","BUÍQUE","PE","12/2023","1024","269","1351709,96","355084,95","1293","1706794,91"
"260290","CABO DE SANTO AGOSTINHO","PE","12/2023","4423","3737","5839849,61","4939468,6","8160","10779318,21"
"260300","CABROBÓ","PE","12/2023","972","189","1283091,35","249482,33","1161","1532573,68"
"260310","CACHOEIRINHA","PE","12/2023","459","124","605890,49","163682,52","583","769573,01"
"260320","CAETÉS","PE","12/2023","643","229","848763,44","303601,46","872","1152364,90"
"260330","CALÇADO","PE","12/2023","86","26","113520,3","34320,3","112","147840,6"
"260340","CALUMBI","PE","12/2023","78","24","102960,65","31680","102","134640,65"
"260345","CAMARAGIBE","PE","12/2023","3432","3387","4530403,41","4474860,73","6819","9005264,14"
"260350","CAMOCIM DE SÃO FÉLIX","PE","12/2023","384","148","506891,2","195360","532","702251,2"
"260360","CAMUTANGA","PE","12/2023","169","111","223081,8","146520,33","280","369602,13"
"260370","CANHOTINHO","PE","12/2023","520","271","686414,32","357722,5","791","1044136,82"
"260380","CAPOEIRAS","PE","12/2023","432","164","570252,59","216482,05","596","786734,64"
"260390","CARNAÍBA","PE","12/2023","273","46","360365,58","60720","319","421085,58"
"260392","CARNAUBEIRA DA PENHA","PE","12/2023","118","21","155761,85","27720,94","139","183482,79"
"260400","CARPINA","PE","12/2023","2998","2204","3957432,26","2909299,44","5202","6866731,70"
"260410","CARUARU","PE","12/2023","9141","8420","12067815,94","11118449,7","17561","23186265,64"
"260415","CASINHAS","PE","12/2023","150","38","198001,42","50160","188","248161,42"
"260420","CATENDE","PE","12/2023","1266","723","1673797,22","954362,45","1989","2628159,67"
"260430","CEDRO","PE","12/2023","169","19","223087,78","25080,2","188","248167,98"
"260440","CHÃ DE ALEGRIA","PE","12/2023","154","76","203285,82","100320,63","230","303606,45"
"260450","CHÃ GRANDE","PE","12/2023","410","124","541214,2","163681,61","534","704895,81"
"260460","CONDADO","PE","12/2023","512","475","675855,73","627006,23","987","1302861,96"
"260470","CORRENTES","PE","12/2023","228","139","300967,17","183481,99","367","484449,16"
"260480","CORTÊS","PE","12/2023","182","118","240240,2","155760,93","300","396001,13"
"260490","CUMARU","PE","12/2023","198","65","261361,9","85800","263","347161,9"
"260500","CUPIRA","PE","12/2023","860","438","1135230,91","578166,23","1298","1713397,14"
"260510","CUSTÓDIA","PE","12/2023","755","187","996621,34","246840,38","942","1243461,72"
"260515","DORMENTES","PE","12/2023","272","24","359042,41","31680,91","296","390723,32"
"260520","ESCADA","PE","12/2023","2203","1353","2907970,58","1788616,69","3556","4696587,27"
"260530","EXU","PE","12/2023","789","189","1041519,39","249480,91","978","1291000,30"
"260540","FEIRA NOVA","PE","12/2023","472","142","623052,49","187441,4","614","810493,89"
"260545","FERNANDO DE NORONHA","PE","12/2023","24","28","31680,63","36960,47","52","68641,10"
"260550","FERREIROS","PE","12/2023","270","146","356402,54","192720,87","416","549123,41"
"260560","FLORES","PE","12/2023","432","123","570253,52","162360,35","555","732613,87"
"260570","FLORESTA","PE","12/2023","930","230","1227635,82","304921,42","1160","1532557,24"
"260580","FREI MIGUELINHO","PE","12/2023","334","89","440881,93","117480","423","558361,93"
"260590","GAMELEIRA","PE","12/2023","414","271","546485,36","357721,8","685","904207,16"
"260600","GARANHUNS","PE","12/2023","5092","3581","6722923,56","4729604,37","8673","11452527,93"
"260610","GLÓRIA DO GOITÁ","PE","12/2023","412","170","543857,12","224404,97","582","768262,09"
