"Código","Unidade Territorial","UF","Referência","Pessoas com Deficiência (PCD) beneficiárias do BPC","Idosos beneficiários do BPC","Valor Repassado a PCDs pelo BPC","Valor Repassado a Idosos pelo BPC","Total de Beneficiários do BPC","Valor Total repassado ao BPC"
"290930","CORRENTINA","BA","12/2023","453","147","597978,3","194041,7","600","792020,0"
"290940","COTEGIPE","BA","12/2023","198","33","261361","43560","231","304921"
"290950","CRAVOLÂNDIA","BA","12/2023","98","73","129360","96360","171","225720"
"290960","CRISÓPOLIS","BA","12/2023","407","156","537248,21","205921,52","563","743169,73"
"290970","CRISTÓPOLIS","BA","12/2023","218","28","287762,91","36960,2","246","324723,11"
"290980","CRUZ DAS ALMAS","BA","12/2023","1597","670","2110730,61","884409,41","2267","2995140,02"
"290990","CURAÇÁ","BA","12/2023","406","81","535941,78","106923,51","487","642865,29"
"291000","DÁRIO MEIRA","BA","12/2023","343","647","452762,63","854040","990","1306802,63"
"291005","DIAS DÁVILA","BA","12/2023","1332","1721","1759634,95","2271752,81","3053","4031387,76"
"291010","DOM BASÍLIO","BA","12/2023","122","18","161041,07","23760","140","184801,07"
"291020","DOM MACEDO COSTA","BA","12/2023","69","15","91080","19800","84","110880"
"291030","ELÍSIO MEDRADO","BA","12/2023","89","35","117483,03","46200","124","163683,03"
"291040","ENCRUZILHADA","BA","12/2023","442","279","584761,61","368281,6","721","953043,21"
"291050","ENTRE RIOS","BA","12/2023","888","820","1173511,54","1083730,03","1708","2257241,57"
"291060","ESPLANADA","BA","12/2023","1078","847","1422990,8","1118048,7","1925","2541039,5"
"291070","EUCLIDES DA CUNHA","BA","12/2023","1663","532","2195212,84","702248,4","2195","2897461,24"
"291072","EUNÁPOLIS","BA","12/2023","3169","4765","4183252,74","6293800,97","7934","10477053,71"
"291075","FÁTIMA","BA","12/2023","256","47","337920,8","62040","303","399960,8"
"291077","FEIRA DA MATA","BA","12/2023","48","16","63360","21120","64","84480"
"291080","FEIRA DE SANTANA","BA","12/2023","10782","13712","14239365,36","18105352,55","24494","32344717,91"
"291085","FILADÉLFIA","BA","12/2023","245","52","323406,63","68640,65","297","392047,28"
"291090","FIRMINO ALVES","BA","12/2023","107","154","141240,71","203280","261","344520,71"
"291100","FLORESTA AZUL","BA","12/2023","351","632","463321,03","834240","983","1297561,03"
"291110","FORMOSA DO RIO PRETO","BA","12/2023","378","117","498970,16","154440,67","495","653410,83"
"291120","GANDU","BA","12/2023","1473","1169","1945713,24","1544630,73","2642","3490343,97"
"291125","GAVIÃO","BA","12/2023","42","34","55440,24","44880","76","100320,24"
"291130","GENTIO DO OURO","BA","12/2023","166","32","219124,08","42240","198","261364,08"
"291140","GLÓRIA","BA","12/2023","149","31","196681,7","40920,1","180","237601,8"
"291150","GONGOGI","BA","12/2023","142","228","187440,61","300960","370","488400,61"
"291160","GOVERNADOR MANGABEIRA","BA","12/2023","336","102","443535,26","135961,57","438","579496,83"
"291165","GUAJERU","BA","12/2023","46","17","60720","22441,22","63","83161,22"
"291170","GUANAMBI","BA","12/2023","1956","1904","2581971,17","2514607,44","3860","5096578,61"
"291180","GUARATINGA","BA","12/2023","575","728","759009,85","960961,8","1303","1719971,65"
"291185","HELIÓPOLIS","BA","12/2023","131","11","172923,28","14520","142","187443,28"
"291190","IAÇU","BA","12/2023","716","742","945141,88","979450,67","1458","1924592,55"
"291200","IBIASSUCÊ","BA","12/2023","144","50","190080,9","66000","194","256080,9"
"291210","IBICARAÍ","BA","12/2023","1137","1541","1500866,79","2035449,37","2678","3536316,16"
"291220","IBICOARA","BA","12/2023","276","87","364323,17","114840,2","363","479163,37"
"291230","IBICUÍ","BA","12/2023","380","607","501610,17","801242,68","987","1302852,85"
"291240","IBIPEBA","BA","12/2023","378","30","498962,66","39600,9","408","538563,56"
"291250","IBIPITANGA","BA","12/2023","352","74","464640,69","97680","426","562320,69"
"291260","IBIQUERA","BA","12/2023","63","12","83160,1","15840","75","99000,1"
"291270","IBIRAPITANGA","BA","12/2023","405","395","534617,72","521403,85","800","1056021,57"
"291280","IBIRAPUÃ","BA","12/2023","181","190","238924,54","250800,48","371","489725,02"
"291290","IBIRATAIA","BA","12/2023","922","787","1218407,35","1040174,66","1709","2258582,01"
"291300","IBITIARA","BA","12/2023","198","71","261362,68","93720","269","355082,68"
"291310","IBITITÁ","BA","12/2023","210","30","277205,56","39600,7","240","316806,26"
"291320","IBOTIRAMA","BA","12/2023","936","417","1235562,56","550443,66","1353","1786006,22"
"291330","ICHU","BA","12/2023","121","24","159722,95","31680,2","145","191403,15"
"291340","IGAPORÃ","BA","12/2023","170","102","224405,96","134641,61","272","359047,57"
"291345","IGRAPIÚNA","BA","12/2023","91","35","120120,4","46200","126","166320,4"
"291350","IGUAÍ","BA","12/2023","794","1168","1048085,91","1541760,4","1962","2589846,31"
"291360","ILHÉUS","BA","12/2023","4685","5033","6187131,29","6650291,4","9718","12837422,69"
"291370","INHAMBUPE","BA","12/2023","820","506","1082451,69","669253,08","1326","1751704,77"
"291380","IPECAETÁ","BA","12/2023","229","70","302283,31","92400","299","394683,31"
"291390","IPIAÚ","BA","12/2023","2008","2475","2653259,12","3269654,7","4483","5922913,82"
"291400","IPIRÁ","BA","12/2023","1612","708","2127899,95","934576,08","2320","3062476,03"
"291410","IPUPIARA","BA","12/2023","216","49","285123,98","64680","265","349803,98"
"291420","IRAJUBA","BA","12/2023","101","28","133320,16","36960","129","170280,16"
"291430","IRAMAIA","BA","12/2023","124","77","163680","101640","201","265320"
"291440","IRAQUARA","BA","12/2023","500","107","660017,2","141240,2","607","801257,4"
"291450","IRARÁ","BA","12/2023","764","370","1008508,28","488408,34","1134","1496916,62"
"291460","IRECÊ","BA","12/2023","1868","548","2465830,47","723373,71","2416","3189204,18"
"291465","ITABELA","BA","12/2023","1220","1287","1610432,41","1700167,33","2507","3310599,74"
"291470","ITABERABA","BA","12/2023","1641","1558","2167484,09","2057896,38","3199","4225380,47"
"291480","ITABUNA","BA","12/2023","6003","7498","7926899,86","9901384,23","13501","17828284,09"
"291490","ITACARÉ","BA","12/2023","322","458","425045,78","607200,2","780","1032245,98"
"291500","ITAETÉ","BA","12/2023","243","155","321788,68","204600,59","398","526389,27"
"291510","ITAGI","BA","12/2023","491","705","648123,95","930600,66","1196","1578724,61"
"291520","ITAGIBÁ","BA","12/2023","453","509","597976,75","671882,28","962","1269859,03"
"291530","ITAGIMIRIM","BA","12/2023","305","645","402603,04","851400","950","1254003,04"
"291535","ITAGUAÇU DA BAHIA","BA","12/2023","125","26","165000,19","34320,75","151","199320,94"
"291540","ITAJU DO COLÔNIA","BA","12/2023","120","227","158402,97","299641,27","347","458044,24"
"291550","ITAJUÍPE","BA","12/2023","665","693","877809,12","914761,26","1358","1792570,38"
"291560","ITAMARAJU","BA","12/2023","2779","2671","3669665,69","3528370,08","5450","7198035,77"
"291570","ITAMARI","BA","12/2023","156","119","205921,39","157080,99","275","363002,38"
"291580","ITAMBÉ","BA","12/2023","892","487","1177469,93","642840,6","1379","1820310,53"
"291590","ITANAGRA","BA","12/2023","66","63","88440,96","83160","129","171600,96"
"291600","ITANHÉM","BA","12/2023","637","589","840856,21","778804,03","1226","1619660,24"
"291610","ITAPARICA","BA","12/2023","767","836","1013809,71","1103542,21","1603","2117351,92"
"291620","ITAPÉ","BA","12/2023","293","308","386772,27","406563,08","601","793335,35"
"291630","ITAPEBI","BA","12/2023","160","339","211201,55","447480,2","499","658681,75"
"291640","ITAPETINGA","BA","12/2023","2249","2332","2968756,43","3078262,93","4581","6047019,36"
"291650","ITAPICURU","BA","12/2023","372","148","491059,11","195362,43","520","686421,54"
"291660","ITAPITANGA","BA","12/2023","159","214","209884,19","282481,77","373","492365,96"
"291670","ITAQUARA","BA","12/2023","108","63","142560,65","83160,84","171","225721,49"
"291680","ITARANTIM","BA","12/2023","444","258","586113,97","340564,3","702","926678,27"
"291685","ITATIM","BA","12/2023","400","288","528010,62","380163,51","688","908174,13"
"291690","ITIRUÇU","BA","12/2023","377","185","498965,41","245520,91","562","744486,32"
"291700","ITIÚBA","BA","12/2023","893","271","1178784,63","357720,65","1164","1536505,28"
"291710","ITORORÓ","BA","12/2023","817","858","1078458,11","1132564,72","1675","2211022,83"
"291720","ITUAÇU","BA","12/2023","341","161","450121,26","212520,9","502","662642,16"
"291730","ITUBERÁ","BA","12/2023","610","428","806544,66","564963,43","1038","1371508,09"
"291733","IUIU","BA","12/2023","241","111","318122,31","146520","352","464642,31"
"291735","JABORANDI","BA","12/2023","77","24","101640,5","31680","101","133320,5"
"291740","JACARACI","BA","12/2023","276","86","364321,06","113520","362","477841,06"
"291750","JACOBINA","BA","12/2023","1682","998","2220342,77","1317378,07","2680","3537720,84"
"291760","JAGUAQUARA","BA","12/2023","1861","1460","2456535,8","1927202,12","3321","4383737,92"
"291770","JAGUARARI","BA","12/2023","566","278","747157,07","368288,52","844","1115445,59"
"291780","JAGUARIPE","BA","12/2023","92","48","121441","63360,78","140","184801,78"
"291790","JANDAÍRA","BA","12/2023","105","75","138600","99000,84","180","237600,84"
"291800","JEQUIÉ","BA","12/2023","5228","6394","6901226,93","8444126,87","11622","15345353,80"
"291810","JEREMOABO","BA","12/2023","874","287","1153705,44","378843,83","1161","1532549,27"
"291820","JIQUIRIÇÁ","BA","12/2023","241","82","318121,79","108240","323","426361,79"
"291830","JITAÚNA","BA","12/2023","462","610","609860,35","805207,3","1072","1415067,65"
"291835","JOÃO DOURADO","BA","12/2023","559","46","737890,58","60720,22","605","798610,80"
"291840","JUAZEIRO","BA","12/2023","3280","3188","4332488,69","4210901,2","6468","8543389,89"
"291845","JUCURUÇU","BA","12/2023","114","194","150480","257400","308","407880"
"291850","JUSSARA","BA","12/2023","308","45","406570,49","59401,1","353","465971,59"
"291855","JUSSARI","BA","12/2023","124","161","163681,43","212520,38","285","376201,81"
"291860","JUSSIAPE","BA","12/2023","107","57","141240,52","75240,7","164","216481,22"
"291870","LAFAIETE COUTINHO","BA","12/2023","54","49","71280","64680","103","135960"
"291875","LAGOA REAL","BA","12/2023","154","12","203280,81","15840","166","219120,81"
"291880","LAJE","BA","12/2023","382","80","504260,37","105601,78","462","609862,15"
"291890","LAJEDÃO","BA","12/2023","92","176","121440,2","232320","268","353760,2"
"291900","LAJEDINHO","BA","12/2023","45","24","59400,2","31680","69","91080,2"
"291905","LAJEDO DO TABOCAL","BA","12/2023","94","28","124081,25","36960,4","122","161041,65"
"291910","LAMARÃO","BA","12/2023","130","29","171601,81","38280,1","159","209881,91"
"291915","LAPÃO","BA","12/2023","440","59","580820,69","77880,96","499","658701,65"
"291920","LAURO DE FREITAS","BA","12/2023","3566","3797","4707353,71","5016098,51","7363","9723452,22"
"291930","LENÇÓIS","BA","12/2023","117","71","154442","93720,25","188","248162,25"
"291940","LICÍNIO DE ALMEIDA","BA","12/2023","287","187","378843,16","246840","474","625683,16"
"291950","LIVRAMENTO DE NOSSA SENHORA","BA","12/2023","1025","299","1353009,49","394680","1324","1747689,49"
"291955","LUÍS EDUARDO MAGALHÃES","BA","12/2023","1031","651","1360956,55","859327,65","1682","2220284,20"
"291960","MACAJUBA","BA","12/2023","165","62","217801,7","81840","227","299641,7"
"291970","MACARANI","BA","12/2023","627","226","827658,72","298322,28","853","1125981,00"
"291980","MACAÚBAS","BA","12/2023","1320","211","1742437,51","278522,87","1531","2020960,38"
"291990","MACURURÉ","BA","12/2023","157","11","207244,46","14520","168","221764,46"
"291992","MADRE DE DEUS","BA","12/2023","129","129","170290,85","170283,59","258","340574,44"
"291995","MAETINGA","BA","12/2023","147","71","194041,09","93720","218","287761,09"
"292000","MAIQUINIQUE","BA","12/2023","338","130","446167,16","171600,76","468","617767,92"
"292010","MAIRI","BA","12/2023","279","130","368280,7","171600","409","539880,7"
"292020","MALHADA","BA","12/2023","255","94","336605,24","125400","349","462005,24"
"292030","MALHADA DE PEDRAS","BA","12/2023","134","40","176882,25","52800,17","174","229682,42"
"292040","MANOEL VITORINO","BA","12/2023","361","283","476520","373560","644","850080"
"292045","MANSIDÃO","BA","12/2023","119","18","157080,7","23760,12","137","180840,82"
"292050","MARACÁS","BA","12/2023","766","274","1011130,05","361680,6","1040","1372810,65"
"292060","MARAGOGIPE","BA","12/2023","867","197","1144477,77","260043,8","1064","1404521,57"
"292070","MARAÚ","BA","12/2023","44","49","58080,2","64680","93","122760,2"
"292080","MARCIONÍLIO SOUZA","BA","12/2023","140","57","184801,01","75240","197","260041,01"
"292090","MASCOTE","BA","12/2023","232","396","308882,6","522720,9","628","831603,5"
"292100","MATA DE SÃO JOÃO","BA","12/2023","855","1048","1128650,8","1383392,23","1903","2512043,03"
"292105","MATINA","BA","12/2023","163","17","215160","22440","180","237600"
"292110","MEDEIROS NETO","BA","12/2023","960","1527","1267222,57","2015646,76","2487","3282869,33"
"292120","MIGUEL CALMON","BA","12/2023","597","197","788079,3","260041,12","794","1048120,42"
"292130","MILAGRES","BA","12/2023","297","245","392045,11","323400,5","542","715445,61"
"292140","MIRANGABA","BA","12/2023","194","47","256086,04","62041,4","241","318127,44"
"292145","MIRANTE","BA","12/2023","119","80","157080,44","105600","199","262680,44"
"292150","MONTE SANTO","BA","12/2023","1392","259","1837473,66","343202,93","1651","2180676,59"
"292160","MORPARÁ","BA","12/2023","153","42","201960,7","55440,92","195","257401,62"
"292170","MORRO DO CHAPÉU","BA","12/2023","1056","200","1393974,28","264003,17","1256","1657977,45"
"292180","MORTUGABA","BA","12/2023","195","83","257400,57","109560,81","278","366961,38"
"292190","MUCUGÊ","BA","12/2023","109","59","143882,09","77880,97","168","221763,06"
"292200","MUCURI","BA","12/2023","626","968","826338,29","1279088,35","1594","2105426,64"
"292205","MULUNGU DO MORRO","BA","12/2023","124","23","163680","30360","147","194040"
"292210","MUNDO NOVO","BA","12/2023","291","164","384128,79","216480,66","455","600609,45"
"292220","MUNIZ FERREIRA","BA","12/2023","33","14","43560,51","18480","47","62040,51"
"292225","MUQUÉM DO SÃO FRANCISCO","BA","12/2023","57","17","75242,63","22440,11","74","97682,74"
"292230","MURITIBA","BA","12/2023","850","244","1122033,87","322080,86","1094","1444114,73"
"292240","MUTUÍPE","BA","12/2023","520","173","686423,97","228360,5","693","914784,47"
"292250","NAZARÉ","BA","12/2023","1150","602","1518043,88","795967,72","1752","2314011,60"
"292260","NILO PEÇANHA","BA","12/2023","282","185","372244,24","244201,35","467","616445,59"
"292265","NORDESTINA","BA","12/2023","211","65","278526,27","85800,56","276","364326,83"
"292270","NOVA CANAÃ","BA","12/2023","395","350","521408,53","462000","745","983408,53"
"292273","NOVA FÁTIMA","BA","12/2023","137","88","180840,9","116160,42","225","297001,32"
"292275","NOVA IBIÁ","BA","12/2023","108","92","142560,7","121440","200","264000,7"
"292280","NOVA ITARANA","BA","12/2023","113","48","149160","63360","161","212520"
"292285","NOVA REDENÇÃO","BA","12/2023","85","25","112200","33000","110","145200"
"292290","NOVA SOURE","BA","12/2023","485","235","640211","310200,72","720","950411,72"
"292300","NOVA VIÇOSA","BA","12/2023","857","1270","1131263,86","1677743,46","2127","2809007,32"
"292303","NOVO HORIZONTE","BA","12/2023","117","43","154443,24","56760,49","160","211203,73"
"292305","NOVO TRIUNFO","BA","12/2023","102","35","134642,53","46200","137","180842,53"
"292310","OLINDINA","BA","12/2023","743","343","980780,39","452764,32","1086","1433544,71"
"292320","OLIVEIRA DOS BREJINHOS","BA","12/2023","492","162","650769,74","213841,18","654","864610,92"
"292330","OURIÇANGAS","BA","12/2023","125","61","165001,52","80520","186","245521,52"
"292335","OUROLÂNDIA","BA","12/2023","273","78","360363,31","104280","351","464643,31"
"292340","PALMAS DE MONTE ALTO","BA","12/2023","437","179","576845,86","236280,55","616","813126,41"
"292350","PALMEIRAS","BA","12/2023","157","147","207242,64","194040","304","401282,64"
"292360","PARAMIRIM","BA","12/2023","618","201","815762,85","265321,01","819","1081083,86"
"292370","PARATINGA","BA","12/2023","581","174","766929,74","229681,21","755","996610,95"
"292380","PARIPIRANGA","BA","12/2023","563","101","743177,32","133321,17","664","876498,49"
"292390","PAU BRASIL","BA","12/2023","166","219","219122,34","289080,96","385","508203,30"
"292400","PAULO AFONSO","BA","12/2023","2642","1673","3487547,69","2208375,58","4315","5695923,27"
"292405","PÉ DE SERRA","BA","12/2023","199","103","262680,44","135960","302","398640,44"
"292410","PEDRÃO","BA","12/2023","78","41","102960,7","54120","119","157080,7"
