"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"221040","SÃO MIGUEL DO TAPUIO","PI","06/2024","3049","3895","1570"
"221040","SÃO MIGUEL DO TAPUIO","PI","05/2024","3165","4004","1435"
"221040","SÃO MIGUEL DO TAPUIO","PI","04/2024","3173","4016","1439"
"221040","SÃO MIGUEL DO TAPUIO","PI","03/2024","3145","4009","1447"
"221040","SÃO MIGUEL DO TAPUIO","PI","02/2024","3120","3982","1449"
"221040","SÃO MIGUEL DO TAPUIO","PI","01/2024","3276","4087","1333"
"221040","SÃO MIGUEL DO TAPUIO","PI","12/2023","3303","4102","1503"
"221040","SÃO MIGUEL DO TAPUIO","PI","11/2023","3225","4060","1511"
"221040","SÃO MIGUEL DO TAPUIO","PI","10/2023","3191","4023","1508"
"221040","SÃO MIGUEL DO TAPUIO","PI","09/2023","3349","4126","1377"
"221040","SÃO MIGUEL DO TAPUIO","PI","08/2023","3301","4086","1371"
"221040","SÃO MIGUEL DO TAPUIO","PI","07/2023","3252","4055","1362"
"221040","SÃO MIGUEL DO TAPUIO","PI","06/2023","3241","4046","1349"
"221040","SÃO MIGUEL DO TAPUIO","PI","05/2023","3872","4563","807"
"221050","SÃO PEDRO DO PIAUÍ","PI","07/2023","4306","4649","1005"
"221050","SÃO PEDRO DO PIAUÍ","PI","09/2024","3885","4239","909"
"221050","SÃO PEDRO DO PIAUÍ","PI","08/2024","3972","4312","865"
"221050","SÃO PEDRO DO PIAUÍ","PI","07/2024","3923","4278","860"
"221050","SÃO PEDRO DO PIAUÍ","PI","06/2024","3923","4281","1033"
"221050","SÃO PEDRO DO PIAUÍ","PI","05/2024","4060","4392","920"
"221050","SÃO PEDRO DO PIAUÍ","PI","04/2024","4072","4413","925"
"221050","SÃO PEDRO DO PIAUÍ","PI","03/2024","4066","4421","933"
"221050","SÃO PEDRO DO PIAUÍ","PI","02/2024","4030","4407","938"
"221050","SÃO PEDRO DO PIAUÍ","PI","01/2024","4152","4485","875"
"221050","SÃO PEDRO DO PIAUÍ","PI","12/2023","4277","4636","1039"
"221050","SÃO PEDRO DO PIAUÍ","PI","11/2023","4242","4616","1050"
"221050","SÃO PEDRO DO PIAUÍ","PI","10/2023","4223","4601","1051"
"221050","SÃO PEDRO DO PIAUÍ","PI","09/2023","4385","4701","961"
"221050","SÃO PEDRO DO PIAUÍ","PI","08/2023","4371","4684","983"
"221050","SÃO PEDRO DO PIAUÍ","PI","06/2023","4274","4624","1012"
"221050","SÃO PEDRO DO PIAUÍ","PI","05/2023","4740","5066","547"
"221050","SÃO PEDRO DO PIAUÍ","PI","04/2023","4727","5056","561"
"221050","SÃO PEDRO DO PIAUÍ","PI","03/2023","4753","5095","591"
"221060","SÃO RAIMUNDO NONATO","PI","04/2023","8271","9774","2049"
"221060","SÃO RAIMUNDO NONATO","PI","07/2024","6757","8529","3078"
"221060","SÃO RAIMUNDO NONATO","PI","03/2023","8283","9805","2119"
"221060","SÃO RAIMUNDO NONATO","PI","06/2024","6720","8522","3435"
"221060","SÃO RAIMUNDO NONATO","PI","05/2024","7026","8822","3099"
"221060","SÃO RAIMUNDO NONATO","PI","04/2024","7039","8863","3124"
"221060","SÃO RAIMUNDO NONATO","PI","03/2024","7009","8847","3114"
"221060","SÃO RAIMUNDO NONATO","PI","02/2024","6922","8770","3094"
"221060","SÃO RAIMUNDO NONATO","PI","01/2024","7108","8878","2959"
"221060","SÃO RAIMUNDO NONATO","PI","12/2023","7267","8979","3299"
"221060","SÃO RAIMUNDO NONATO","PI","09/2024","6557","8428","3300"
"221060","SÃO RAIMUNDO NONATO","PI","11/2023","7148","8875","3309"
"221060","SÃO RAIMUNDO NONATO","PI","10/2023","7100","8833","3289"
"221060","SÃO RAIMUNDO NONATO","PI","09/2023","7398","9073","3020"
"221060","SÃO RAIMUNDO NONATO","PI","08/2023","7402","9033","3016"
"221060","SÃO RAIMUNDO NONATO","PI","07/2023","7292","8965","3020"
"221060","SÃO RAIMUNDO NONATO","PI","08/2024","6886","8631","3095"
"221060","SÃO RAIMUNDO NONATO","PI","06/2023","7199","8878","2992"
"221060","SÃO RAIMUNDO NONATO","PI","05/2023","8247","9761","2041"
"221062","SEBASTIÃO BARROS","PI","12/2023","1033","1301","375"
"221062","SEBASTIÃO BARROS","PI","03/2023","1193","1399","236"
"221062","SEBASTIÃO BARROS","PI","04/2023","1183","1388","230"
"221062","SEBASTIÃO BARROS","PI","05/2023","1185","1400","227"
"221062","SEBASTIÃO BARROS","PI","06/2023","1045","1283","350"
"221062","SEBASTIÃO BARROS","PI","07/2023","1047","1291","350"
"221062","SEBASTIÃO BARROS","PI","08/2023","1059","1302","352"
"221062","SEBASTIÃO BARROS","PI","09/2023","1062","1302","352"
"221062","SEBASTIÃO BARROS","PI","10/2023","1015","1278","379"
"221062","SEBASTIÃO BARROS","PI","11/2023","1018","1286","375"
"221062","SEBASTIÃO BARROS","PI","01/2024","930","1182","319"
"221062","SEBASTIÃO BARROS","PI","02/2024","908","1171","335"
"221062","SEBASTIÃO BARROS","PI","03/2024","917","1178","340"
"221062","SEBASTIÃO BARROS","PI","04/2024","930","1186","332"
"221062","SEBASTIÃO BARROS","PI","05/2024","941","1194","323"
"221062","SEBASTIÃO BARROS","PI","06/2024","872","1143","378"
"221062","SEBASTIÃO BARROS","PI","07/2024","876","1144","336"
"221062","SEBASTIÃO BARROS","PI","08/2024","885","1152","339"
"221062","SEBASTIÃO BARROS","PI","09/2024","844","1146","351"
"221063","SEBASTIÃO LEAL","PI","04/2023","1149","1315","191"
"221063","SEBASTIÃO LEAL","PI","03/2023","1148","1313","196"
"221063","SEBASTIÃO LEAL","PI","05/2023","1151","1316","194"
"221063","SEBASTIÃO LEAL","PI","06/2023","946","1137","378"
"221063","SEBASTIÃO LEAL","PI","07/2023","956","1144","376"
"221063","SEBASTIÃO LEAL","PI","08/2023","978","1155","371"
"221063","SEBASTIÃO LEAL","PI","09/2023","987","1164","368"
"221063","SEBASTIÃO LEAL","PI","10/2023","929","1115","414"
"221063","SEBASTIÃO LEAL","PI","11/2023","925","1111","415"
"221063","SEBASTIÃO LEAL","PI","12/2023","934","1118","412"
"221063","SEBASTIÃO LEAL","PI","01/2024","910","1105","324"
"221063","SEBASTIÃO LEAL","PI","02/2024","859","1060","335"
"221063","SEBASTIÃO LEAL","PI","03/2024","863","1059","333"
"221063","SEBASTIÃO LEAL","PI","04/2024","867","1061","330"
"221063","SEBASTIÃO LEAL","PI","05/2024","861","1054","315"
"221063","SEBASTIÃO LEAL","PI","06/2024","819","1011","351"
"221063","SEBASTIÃO LEAL","PI","07/2024","821","1015","347"
"221063","SEBASTIÃO LEAL","PI","09/2024","820","1008","360"
"221063","SEBASTIÃO LEAL","PI","08/2024","839","1027","339"
"221065","SIGEFREDO PACHECO","PI","12/2023","2522","2827","776"
"221065","SIGEFREDO PACHECO","PI","03/2023","2777","3053","509"
"221065","SIGEFREDO PACHECO","PI","04/2023","2769","3041","501"
"221065","SIGEFREDO PACHECO","PI","05/2023","2767","3055","511"
"221065","SIGEFREDO PACHECO","PI","06/2023","2587","2871","705"
"221065","SIGEFREDO PACHECO","PI","07/2023","2588","2871","717"
"221065","SIGEFREDO PACHECO","PI","08/2023","2595","2882","711"
"221065","SIGEFREDO PACHECO","PI","09/2023","2595","2883","713"
"221065","SIGEFREDO PACHECO","PI","10/2023","2516","2821","775"
"221065","SIGEFREDO PACHECO","PI","11/2023","2517","2823","773"
"221065","SIGEFREDO PACHECO","PI","01/2024","2432","2772","682"
"221065","SIGEFREDO PACHECO","PI","02/2024","2379","2738","714"
"221065","SIGEFREDO PACHECO","PI","03/2024","2378","2737","712"
"221065","SIGEFREDO PACHECO","PI","04/2024","2353","2707","709"
"221065","SIGEFREDO PACHECO","PI","05/2024","2337","2690","703"
"221065","SIGEFREDO PACHECO","PI","06/2024","2288","2612","775"
"221065","SIGEFREDO PACHECO","PI","07/2024","2289","2614","702"
"221065","SIGEFREDO PACHECO","PI","08/2024","2295","2627","730"
"221065","SIGEFREDO PACHECO","PI","09/2024","2257","2601","798"
"221070","SIMÕES","PI","05/2023","2351","3173","784"
"221070","SIMÕES","PI","04/2023","2353","3160","791"
"221070","SIMÕES","PI","03/2023","2373","3198","803"
"221070","SIMÕES","PI","09/2024","2073","2869","1092"
"221070","SIMÕES","PI","08/2024","2117","2906","1036"
"221070","SIMÕES","PI","07/2024","2088","2871","1037"
"221070","SIMÕES","PI","06/2024","2083","2868","1155"
"221070","SIMÕES","PI","05/2024","2115","2912","1079"
"221070","SIMÕES","PI","04/2024","2093","2905","1084"
"221070","SIMÕES","PI","03/2024","2070","2886","1093"
"221070","SIMÕES","PI","02/2024","2058","2877","1099"
"221070","SIMÕES","PI","01/2024","2112","2926","1024"
"221070","SIMÕES","PI","12/2023","2140","2968","1095"
"221070","SIMÕES","PI","11/2023","2123","2935","1103"
"221070","SIMÕES","PI","10/2023","2115","2927","1101"
"221070","SIMÕES","PI","09/2023","2224","3001","1013"
"221070","SIMÕES","PI","08/2023","2213","2975","1011"
"221070","SIMÕES","PI","07/2023","2198","2966","1005"
"221070","SIMÕES","PI","06/2023","2181","2967","1006"
"221080","SIMPLÍCIO MENDES","PI","06/2023","2788","3367","1006"
"221080","SIMPLÍCIO MENDES","PI","03/2023","3098","3624","812"
"221080","SIMPLÍCIO MENDES","PI","09/2024","2398","3068","1120"
"221080","SIMPLÍCIO MENDES","PI","08/2024","2512","3140","1059"
"221080","SIMPLÍCIO MENDES","PI","07/2024","2490","3115","1050"
"221080","SIMPLÍCIO MENDES","PI","06/2024","2499","3136","1175"
"221080","SIMPLÍCIO MENDES","PI","05/2024","2625","3256","1071"
"221080","SIMPLÍCIO MENDES","PI","04/2024","2664","3285","1077"
"221080","SIMPLÍCIO MENDES","PI","03/2024","2675","3291","1075"
"221080","SIMPLÍCIO MENDES","PI","02/2024","2664","3284","1071"
"221080","SIMPLÍCIO MENDES","PI","04/2023","3088","3593","769"
"221080","SIMPLÍCIO MENDES","PI","01/2024","2769","3363","1018"
"221080","SIMPLÍCIO MENDES","PI","12/2023","2800","3363","1114"
"221080","SIMPLÍCIO MENDES","PI","11/2023","2781","3339","1122"
"221080","SIMPLÍCIO MENDES","PI","10/2023","2781","3337","1122"
"221080","SIMPLÍCIO MENDES","PI","09/2023","2867","3428","1021"
"221080","SIMPLÍCIO MENDES","PI","08/2023","2838","3399","1015"
"221080","SIMPLÍCIO MENDES","PI","07/2023","2815","3383","1014"
"221080","SIMPLÍCIO MENDES","PI","05/2023","3086","3597","765"
"221090","SOCORRO DO PIAUÍ","PI","04/2023","1236","1396","267"
"221090","SOCORRO DO PIAUÍ","PI","09/2024","1092","1226","359"
"221090","SOCORRO DO PIAUÍ","PI","08/2024","1110","1245","338"
"221090","SOCORRO DO PIAUÍ","PI","07/2024","1094","1231","331"
"221090","SOCORRO DO PIAUÍ","PI","06/2024","1089","1239","427"
"221090","SOCORRO DO PIAUÍ","PI","05/2024","1120","1284","391"
"221090","SOCORRO DO PIAUÍ","PI","04/2024","1127","1292","390"
"221090","SOCORRO DO PIAUÍ","PI","03/2024","1115","1290","390"
"221090","SOCORRO DO PIAUÍ","PI","02/2024","1092","1269","390"
"221090","SOCORRO DO PIAUÍ","PI","01/2024","1130","1300","373"
"221090","SOCORRO DO PIAUÍ","PI","12/2023","1153","1300","420"
"221090","SOCORRO DO PIAUÍ","PI","11/2023","1140","1292","416"
"221090","SOCORRO DO PIAUÍ","PI","10/2023","1125","1277","412"
"221090","SOCORRO DO PIAUÍ","PI","09/2023","1158","1309","377"
"221090","SOCORRO DO PIAUÍ","PI","08/2023","1155","1311","374"
"221090","SOCORRO DO PIAUÍ","PI","07/2023","1144","1302","376"
"221090","SOCORRO DO PIAUÍ","PI","06/2023","1134","1292","377"
"221090","SOCORRO DO PIAUÍ","PI","05/2023","1242","1401","262"
"221090","SOCORRO DO PIAUÍ","PI","03/2023","1260","1427","290"
"221093","SUSSUAPARA","PI","09/2024","1254","1573","435"
"221093","SUSSUAPARA","PI","07/2024","1280","1590","406"
"221093","SUSSUAPARA","PI","06/2024","1268","1578","457"
"221093","SUSSUAPARA","PI","05/2024","1297","1636","392"
"221093","SUSSUAPARA","PI","04/2024","1290","1631","395"
"221093","SUSSUAPARA","PI","03/2024","1277","1621","398"
"221093","SUSSUAPARA","PI","02/2024","1267","1609","399"
"221093","SUSSUAPARA","PI","01/2024","1299","1634","369"
"221093","SUSSUAPARA","PI","12/2023","1363","1696","417"
"221093","SUSSUAPARA","PI","11/2023","1359","1685","425"
"221093","SUSSUAPARA","PI","10/2023","1351","1675","425"
"221093","SUSSUAPARA","PI","09/2023","1394","1718","373"
"221093","SUSSUAPARA","PI","08/2023","1402","1710","375"
"221093","SUSSUAPARA","PI","07/2023","1394","1697","380"
"221093","SUSSUAPARA","PI","06/2023","1386","1687","376"
"221093","SUSSUAPARA","PI","05/2023","1548","1844","210"
"221093","SUSSUAPARA","PI","04/2023","1546","1832","210"
"221093","SUSSUAPARA","PI","03/2023","1559","1848","207"
"221093","SUSSUAPARA","PI","08/2024","1298","1601","408"
"221095","TAMBORIL DO PIAUÍ","PI","04/2023","747","885","189"
"221095","TAMBORIL DO PIAUÍ","PI","06/2023","695","832","243"
"221095","TAMBORIL DO PIAUÍ","PI","05/2023","749","881","191"
"221095","TAMBORIL DO PIAUÍ","PI","09/2024","647","798","261"
"221095","TAMBORIL DO PIAUÍ","PI","08/2024","657","800","252"
"221095","TAMBORIL DO PIAUÍ","PI","07/2024","651","792","254"
"221095","TAMBORIL DO PIAUÍ","PI","06/2024","650","793","276"
"221095","TAMBORIL DO PIAUÍ","PI","05/2024","672","819","253"
"221095","TAMBORIL DO PIAUÍ","PI","04/2024","672","818","254"
"221095","TAMBORIL DO PIAUÍ","PI","03/2024","663","809","259"
"221095","TAMBORIL DO PIAUÍ","PI","02/2024","663","807","257"
"221095","TAMBORIL DO PIAUÍ","PI","01/2024","669","816","247"
"221095","TAMBORIL DO PIAUÍ","PI","12/2023","677","817","265"
"221095","TAMBORIL DO PIAUÍ","PI","11/2023","671","813","268"
"221095","TAMBORIL DO PIAUÍ","PI","10/2023","670","813","266"
"221095","TAMBORIL DO PIAUÍ","PI","09/2023","702","833","246"
"221095","TAMBORIL DO PIAUÍ","PI","08/2023","703","829","247"
"221095","TAMBORIL DO PIAUÍ","PI","07/2023","693","829","246"
"221095","TAMBORIL DO PIAUÍ","PI","03/2023","755","896","195"
"221097","TANQUE DO PIAUÍ","PI","03/2023","593","745","254"
"221097","TANQUE DO PIAUÍ","PI","04/2023","589","740","240"
"221097","TANQUE DO PIAUÍ","PI","05/2023","590","745","234"
"221097","TANQUE DO PIAUÍ","PI","06/2023","530","683","302"
"221097","TANQUE DO PIAUÍ","PI","07/2023","537","687","304"
"221097","TANQUE DO PIAUÍ","PI","08/2023","535","687","304"
"221097","TANQUE DO PIAUÍ","PI","09/2023","540","698","302"
"221097","TANQUE DO PIAUÍ","PI","10/2023","520","673","327"
"221097","TANQUE DO PIAUÍ","PI","11/2023","515","668","330"
"221097","TANQUE DO PIAUÍ","PI","12/2023","522","672","329"
"221097","TANQUE DO PIAUÍ","PI","01/2024","523","683","305"
"221097","TANQUE DO PIAUÍ","PI","02/2024","503","673","318"
"221097","TANQUE DO PIAUÍ","PI","03/2024","510","679","317"
"221097","TANQUE DO PIAUÍ","PI","04/2024","515","680","322"
"221097","TANQUE DO PIAUÍ","PI","05/2024","513","680","324"
"221097","TANQUE DO PIAUÍ","PI","06/2024","489","643","360"
"221097","TANQUE DO PIAUÍ","PI","07/2024","490","642","328"
"221097","TANQUE DO PIAUÍ","PI","08/2024","495","649","327"
"221097","TANQUE DO PIAUÍ","PI","09/2024","478","647","331"
"221100","TERESINA","PI","04/2023","127038","156759","27342"
"221100","TERESINA","PI","03/2023","126356","156487","27455"
"221100","TERESINA","PI","09/2024","98435","130874","45898"
"221100","TERESINA","PI","08/2024","102338","134750","44658"
"221100","TERESINA","PI","07/2024","101261","133822","44612"
"221100","TERESINA","PI","06/2024","100997","134274","48808"
"221100","TERESINA","PI","05/2024","105600","138612","44002"
"221100","TERESINA","PI","04/2024","105968","139270","44665"
"221100","TERESINA","PI","03/2024","105725","139300","44840"
"221100","TERESINA","PI","02/2024","104461","138128","44863"
"221100","TERESINA","PI","01/2024","108856","141545","42344"
"221100","TERESINA","PI","12/2023","113144","145935","47589"
"221100","TERESINA","PI","11/2023","111730","144577","47458"
"221100","TERESINA","PI","10/2023","110984","143830","47409"
"221100","TERESINA","PI","09/2023","115792","147211","43160"
"221100","TERESINA","PI","08/2023","114932","146257","43016"
"221100","TERESINA","PI","07/2023","113486","145081","42795"
"221100","TERESINA","PI","06/2023","111985","143821","42527"
"221100","TERESINA","PI","05/2023","128168","157943","27069"
"221110","UNIÃO","PI","08/2024","9651","11191","2316"
"221110","UNIÃO","PI","09/2024","9486","11098","2446"
"221110","UNIÃO","PI","03/2023","11662","12772","1336"
"221110","UNIÃO","PI","04/2023","11602","12687","1282"
"221110","UNIÃO","PI","05/2023","11656","12731","1297"
"221110","UNIÃO","PI","06/2023","10452","11906","2166"
"221110","UNIÃO","PI","07/2023","10503","11955","2190"
"221110","UNIÃO","PI","08/2023","10538","11977","2186"
"221110","UNIÃO","PI","09/2023","10564","11998","2181"
"221110","UNIÃO","PI","10/2023","10122","11783","2498"
"221110","UNIÃO","PI","11/2023","10197","11834","2508"
"221110","UNIÃO","PI","12/2023","10389","11980","2546"
"221110","UNIÃO","PI","01/2024","9841","11327","2239"
"221110","UNIÃO","PI","02/2024","9575","11157","2348"
"221110","UNIÃO","PI","03/2024","9678","11246","2374"
"221110","UNIÃO","PI","04/2024","9641","11192","2343"
"221110","UNIÃO","PI","05/2024","9681","11215","2304"
"221110","UNIÃO","PI","06/2024","9408","11019","2540"
"221110","UNIÃO","PI","07/2024","9461","11038","2316"
"221120","URUÇUÍ","PI","03/2023","4794","5367","673"
"221120","URUÇUÍ","PI","09/2024","3786","4689","1209"
"221120","URUÇUÍ","PI","08/2024","3913","4789","1128"
"221120","URUÇUÍ","PI","07/2024","3853","4735","1121"
"221120","URUÇUÍ","PI","06/2024","3831","4742","1332"
"221120","URUÇUÍ","PI","05/2024","4001","4896","1185"
"221120","URUÇUÍ","PI","04/2024","3978","4888","1206"
"221120","URUÇUÍ","PI","03/2024","3941","4866","1221"
"221120","URUÇUÍ","PI","02/2024","3905","4844","1222"
"221120","URUÇUÍ","PI","01/2024","4055","4932","1140"
"221120","URUÇUÍ","PI","12/2023","4095","4924","1312"
"221120","URUÇUÍ","PI","11/2023","4035","4888","1307"
"221120","URUÇUÍ","PI","10/2023","3980","4849","1308"
"221120","URUÇUÍ","PI","09/2023","4168","4967","1168"
"221120","URUÇUÍ","PI","08/2023","4133","4939","1174"
"221120","URUÇUÍ","PI","07/2023","4070","4906","1172"
"221120","URUÇUÍ","PI","06/2023","4033","4870","1175"
"221120","URUÇUÍ","PI","05/2023","4796","5371","631"
"221120","URUÇUÍ","PI","04/2023","4773","5340","644"
"221130","VALENÇA DO PIAUÍ","PI","08/2024","3329","4474","1873"
"221130","VALENÇA DO PIAUÍ","PI","09/2024","3219","4391","1962"
"221130","VALENÇA DO PIAUÍ","PI","03/2023","4674","5856","1560"
"221130","VALENÇA DO PIAUÍ","PI","04/2023","4650","5818","1466"
"221130","VALENÇA DO PIAUÍ","PI","05/2023","4610","5802","1462"
"221130","VALENÇA DO PIAUÍ","PI","06/2023","4074","5204","2093"
"221130","VALENÇA DO PIAUÍ","PI","07/2023","4117","5227","2097"
"221130","VALENÇA DO PIAUÍ","PI","08/2023","4107","5239","2087"
"221130","VALENÇA DO PIAUÍ","PI","09/2023","4077","5233","2085"
"221130","VALENÇA DO PIAUÍ","PI","10/2023","3880","5093","2226"
"221130","VALENÇA DO PIAUÍ","PI","11/2023","3865","5087","2229"
"221130","VALENÇA DO PIAUÍ","PI","12/2023","3797","4985","2152"
"221130","VALENÇA DO PIAUÍ","PI","01/2024","3581","4765","1899"
"221130","VALENÇA DO PIAUÍ","PI","02/2024","3428","4609","1954"
"221130","VALENÇA DO PIAUÍ","PI","03/2024","3428","4590","1851"
"221130","VALENÇA DO PIAUÍ","PI","04/2024","3439","4594","1856"
"221130","VALENÇA DO PIAUÍ","PI","05/2024","3425","4586","1842"
"221130","VALENÇA DO PIAUÍ","PI","06/2024","3269","4432","2008"
"221130","VALENÇA DO PIAUÍ","PI","07/2024","3294","4434","1872"
"221135","VÁRZEA BRANCA","PI","08/2024","1522","1737","448"
"221135","VÁRZEA BRANCA","PI","09/2024","1472","1709","476"
"221135","VÁRZEA BRANCA","PI","03/2023","1903","2101","342"
"221135","VÁRZEA BRANCA","PI","04/2023","1882","2082","336"
"221135","VÁRZEA BRANCA","PI","05/2023","1888","2089","336"
"221135","VÁRZEA BRANCA","PI","06/2023","1748","1967","458"
"221135","VÁRZEA BRANCA","PI","07/2023","1758","1973","460"
