"Código","Unidade Territorial","UF","Referência","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal até meio salário-mínimo (Pobreza + Baixa renda) inscritas no Cadastro Único","Quantidade de famílias com renda per capita mensal acima de meio salário-mínimo*** inscritas no Cadastro Único"
"220225","CANAVIEIRA","PI","07/2024","784","876","271"
"220225","CANAVIEIRA","PI","08/2024","789","874","268"
"220225","CANAVIEIRA","PI","09/2024","779","860","283"
"220230","CANTO DO BURITI","PI","09/2024","4096","4868","1346"
"220230","CANTO DO BURITI","PI","08/2024","4305","4983","1301"
"220230","CANTO DO BURITI","PI","07/2024","4236","4960","1298"
"220230","CANTO DO BURITI","PI","06/2024","4226","4979","1556"
"220230","CANTO DO BURITI","PI","05/2024","4435","5163","1407"
"220230","CANTO DO BURITI","PI","04/2024","4443","5178","1436"
"220230","CANTO DO BURITI","PI","03/2024","4414","5187","1453"
"220230","CANTO DO BURITI","PI","02/2024","4378","5174","1470"
"220230","CANTO DO BURITI","PI","01/2024","4544","5275","1368"
"220230","CANTO DO BURITI","PI","12/2023","4687","5399","1622"
"220230","CANTO DO BURITI","PI","11/2023","4511","5308","1689"
"220230","CANTO DO BURITI","PI","10/2023","4427","5264","1713"
"220230","CANTO DO BURITI","PI","09/2023","4775","5429","1537"
"220230","CANTO DO BURITI","PI","08/2023","4718","5391","1546"
"220230","CANTO DO BURITI","PI","07/2023","4614","5335","1592"
"220230","CANTO DO BURITI","PI","06/2023","4575","5299","1613"
"220230","CANTO DO BURITI","PI","05/2023","5446","5991","897"
"220230","CANTO DO BURITI","PI","04/2023","5453","6003","916"
"220230","CANTO DO BURITI","PI","03/2023","5473","6056","994"
"220240","CAPITÃO DE CAMPOS","PI","03/2023","2651","3140","741"
"220240","CAPITÃO DE CAMPOS","PI","09/2024","2484","3008","1116"
"220240","CAPITÃO DE CAMPOS","PI","08/2024","2527","3026","1033"
"220240","CAPITÃO DE CAMPOS","PI","07/2024","2474","2974","1030"
"220240","CAPITÃO DE CAMPOS","PI","06/2024","2449","2960","1066"
"220240","CAPITÃO DE CAMPOS","PI","05/2024","2511","3043","957"
"220240","CAPITÃO DE CAMPOS","PI","04/2024","2499","3045","963"
"220240","CAPITÃO DE CAMPOS","PI","03/2024","2485","3042","962"
"220240","CAPITÃO DE CAMPOS","PI","02/2024","2454","3021","963"
"220240","CAPITÃO DE CAMPOS","PI","01/2024","2527","3062","919"
"220240","CAPITÃO DE CAMPOS","PI","12/2023","2534","3064","991"
"220240","CAPITÃO DE CAMPOS","PI","11/2023","2488","3038","1001"
"220240","CAPITÃO DE CAMPOS","PI","10/2023","2469","3020","1004"
"220240","CAPITÃO DE CAMPOS","PI","09/2023","2570","3078","926"
"220240","CAPITÃO DE CAMPOS","PI","08/2023","2536","3042","930"
"220240","CAPITÃO DE CAMPOS","PI","07/2023","2483","3017","936"
"220240","CAPITÃO DE CAMPOS","PI","06/2023","2474","3012","934"
"220240","CAPITÃO DE CAMPOS","PI","05/2023","2680","3176","739"
"220240","CAPITÃO DE CAMPOS","PI","04/2023","2651","3142","746"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","03/2023","1830","1944","574"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","09/2024","1341","1496","609"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","08/2024","1360","1507","594"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","07/2024","1341","1497","582"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","06/2024","1336","1500","699"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","05/2024","1403","1561","669"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","04/2024","1406","1569","678"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","03/2024","1394","1566","691"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","02/2024","1404","1575","692"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","01/2024","1467","1617","703"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","12/2023","1550","1692","766"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","11/2023","1551","1698","772"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","10/2023","1559","1709","782"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","09/2023","1620","1763","731"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","08/2023","1626","1770","731"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","07/2023","1623","1773","735"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","06/2023","1619","1769","736"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","05/2023","1828","1936","562"
"220245","CAPITÃO GERVÁSIO OLIVEIRA","PI","04/2023","1828","1936","567"
"220250","CARACOL","PI","04/2023","3009","3192","452"
"220250","CARACOL","PI","09/2024","2388","2733","585"
"220250","CARACOL","PI","08/2024","2442","2764","573"
"220250","CARACOL","PI","07/2024","2419","2745","584"
"220250","CARACOL","PI","06/2024","2424","2764","730"
"220250","CARACOL","PI","05/2024","2496","2864","660"
"220250","CARACOL","PI","04/2024","2490","2868","668"
"220250","CARACOL","PI","03/2024","2479","2866","681"
"220250","CARACOL","PI","02/2024","2457","2854","680"
"220250","CARACOL","PI","01/2024","2536","2906","644"
"220250","CARACOL","PI","12/2023","2583","2922","766"
"220250","CARACOL","PI","11/2023","2576","2916","768"
"220250","CARACOL","PI","10/2023","2567","2908","771"
"220250","CARACOL","PI","09/2023","2735","3014","660"
"220250","CARACOL","PI","08/2023","2736","3016","655"
"220250","CARACOL","PI","07/2023","2715","3010","653"
"220250","CARACOL","PI","06/2023","2707","3010","647"
"220250","CARACOL","PI","05/2023","3015","3193","450"
"220250","CARACOL","PI","03/2023","3021","3214","468"
"220253","CARAÚBAS DO PIAUÍ","PI","03/2023","1451","1671","320"
"220253","CARAÚBAS DO PIAUÍ","PI","09/2024","1167","1465","539"
"220253","CARAÚBAS DO PIAUÍ","PI","08/2024","1204","1497","501"
"220253","CARAÚBAS DO PIAUÍ","PI","07/2024","1186","1481","500"
"220253","CARAÚBAS DO PIAUÍ","PI","06/2024","1190","1491","524"
"220253","CARAÚBAS DO PIAUÍ","PI","05/2024","1243","1532","475"
"220253","CARAÚBAS DO PIAUÍ","PI","04/2024","1240","1534","473"
"220253","CARAÚBAS DO PIAUÍ","PI","03/2024","1229","1525","469"
"220253","CARAÚBAS DO PIAUÍ","PI","02/2024","1226","1523","475"
"220253","CARAÚBAS DO PIAUÍ","PI","01/2024","1271","1559","451"
"220253","CARAÚBAS DO PIAUÍ","PI","12/2023","1279","1558","512"
"220253","CARAÚBAS DO PIAUÍ","PI","11/2023","1271","1534","509"
"220253","CARAÚBAS DO PIAUÍ","PI","10/2023","1271","1528","498"
"220253","CARAÚBAS DO PIAUÍ","PI","09/2023","1324","1565","460"
"220253","CARAÚBAS DO PIAUÍ","PI","08/2023","1310","1549","460"
"220253","CARAÚBAS DO PIAUÍ","PI","07/2023","1297","1540","461"
"220253","CARAÚBAS DO PIAUÍ","PI","06/2023","1289","1536","456"
"220253","CARAÚBAS DO PIAUÍ","PI","05/2023","1436","1658","326"
"220253","CARAÚBAS DO PIAUÍ","PI","04/2023","1436","1655","323"
"220255","CARIDADE DO PIAUÍ","PI","09/2024","1395","1718","545"
"220255","CARIDADE DO PIAUÍ","PI","03/2023","1779","2011","375"
"220255","CARIDADE DO PIAUÍ","PI","04/2023","1785","2012","360"
"220255","CARIDADE DO PIAUÍ","PI","05/2023","1806","2031","359"
"220255","CARIDADE DO PIAUÍ","PI","06/2023","1681","1915","487"
"220255","CARIDADE DO PIAUÍ","PI","07/2023","1697","1930","485"
"220255","CARIDADE DO PIAUÍ","PI","08/2023","1718","1944","484"
"220255","CARIDADE DO PIAUÍ","PI","09/2023","1734","1961","478"
"220255","CARIDADE DO PIAUÍ","PI","10/2023","1688","1921","530"
"220255","CARIDADE DO PIAUÍ","PI","11/2023","1690","1921","532"
"220255","CARIDADE DO PIAUÍ","PI","12/2023","1706","1926","531"
"220255","CARIDADE DO PIAUÍ","PI","01/2024","1687","1917","483"
"220255","CARIDADE DO PIAUÍ","PI","02/2024","1633","1880","501"
"220255","CARIDADE DO PIAUÍ","PI","03/2024","1634","1881","502"
"220255","CARIDADE DO PIAUÍ","PI","04/2024","1616","1871","502"
"220255","CARIDADE DO PIAUÍ","PI","05/2024","1595","1858","500"
"220255","CARIDADE DO PIAUÍ","PI","06/2024","1491","1779","549"
"220255","CARIDADE DO PIAUÍ","PI","07/2024","1476","1760","488"
"220255","CARIDADE DO PIAUÍ","PI","08/2024","1462","1747","493"
"220260","CASTELO DO PIAUÍ","PI","03/2023","4587","5371","847"
"220260","CASTELO DO PIAUÍ","PI","04/2023","4607","5366","840"
"220260","CASTELO DO PIAUÍ","PI","05/2023","4620","5405","818"
"220260","CASTELO DO PIAUÍ","PI","06/2023","4148","4982","1271"
"220260","CASTELO DO PIAUÍ","PI","07/2023","4174","4995","1275"
"220260","CASTELO DO PIAUÍ","PI","08/2023","4209","5009","1294"
"220260","CASTELO DO PIAUÍ","PI","09/2023","4211","5014","1303"
"220260","CASTELO DO PIAUÍ","PI","10/2023","4071","4886","1443"
"220260","CASTELO DO PIAUÍ","PI","11/2023","4086","4906","1448"
"220260","CASTELO DO PIAUÍ","PI","12/2023","4127","4938","1455"
"220260","CASTELO DO PIAUÍ","PI","01/2024","3991","4816","1254"
"220260","CASTELO DO PIAUÍ","PI","02/2024","3873","4716","1335"
"220260","CASTELO DO PIAUÍ","PI","03/2024","3899","4738","1344"
"220260","CASTELO DO PIAUÍ","PI","04/2024","3905","4729","1328"
"220260","CASTELO DO PIAUÍ","PI","05/2024","3878","4702","1302"
"220260","CASTELO DO PIAUÍ","PI","06/2024","3808","4549","1454"
"220260","CASTELO DO PIAUÍ","PI","07/2024","3799","4523","1324"
"220260","CASTELO DO PIAUÍ","PI","08/2024","3845","4554","1329"
"220260","CASTELO DO PIAUÍ","PI","09/2024","3738","4469","1405"
"220265","CAXINGÓ","PI","07/2024","1310","1594","290"
"220265","CAXINGÓ","PI","09/2024","1302","1587","307"
"220265","CAXINGÓ","PI","08/2024","1339","1614","289"
"220265","CAXINGÓ","PI","03/2023","1494","1680","177"
"220265","CAXINGÓ","PI","04/2023","1496","1685","165"
"220265","CAXINGÓ","PI","05/2023","1501","1697","164"
"220265","CAXINGÓ","PI","06/2023","1337","1582","308"
"220265","CAXINGÓ","PI","07/2023","1354","1596","304"
"220265","CAXINGÓ","PI","08/2023","1374","1606","304"
"220265","CAXINGÓ","PI","09/2023","1400","1624","299"
"220265","CAXINGÓ","PI","10/2023","1349","1597","326"
"220265","CAXINGÓ","PI","11/2023","1362","1611","321"
"220265","CAXINGÓ","PI","12/2023","1370","1619","314"
"220265","CAXINGÓ","PI","01/2024","1359","1614","273"
"220265","CAXINGÓ","PI","02/2024","1327","1595","291"
"220265","CAXINGÓ","PI","03/2024","1349","1616","290"
"220265","CAXINGÓ","PI","04/2024","1351","1623","285"
"220265","CAXINGÓ","PI","05/2024","1353","1624","273"
"220265","CAXINGÓ","PI","06/2024","1295","1587","318"
"220270","COCAL","PI","09/2024","5318","6467","1099"
"220270","COCAL","PI","07/2024","5400","6503","1058"
"220270","COCAL","PI","06/2024","5364","6490","1158"
"220270","COCAL","PI","05/2024","5477","6614","974"
"220270","COCAL","PI","04/2024","5435","6556","962"
"220270","COCAL","PI","03/2024","5422","6538","952"
"220270","COCAL","PI","02/2024","5367","6494","937"
"220270","COCAL","PI","01/2024","5503","6591","840"
"220270","COCAL","PI","12/2023","5562","6558","1031"
"220270","COCAL","PI","11/2023","5476","6463","1029"
"220270","COCAL","PI","10/2023","5445","6429","1021"
"220270","COCAL","PI","09/2023","5559","6497","920"
"220270","COCAL","PI","08/2023","5535","6481","920"
"220270","COCAL","PI","07/2023","5495","6462","918"
"220270","COCAL","PI","06/2023","5432","6416","912"
"220270","COCAL","PI","05/2023","5983","6853","439"
"220270","COCAL","PI","08/2024","5439","6539","1049"
"220270","COCAL","PI","04/2023","5957","6821","432"
"220270","COCAL","PI","03/2023","5980","6877","463"
"220271","COCAL DE TELHA","PI","07/2024","1173","1340","346"
"220271","COCAL DE TELHA","PI","09/2024","1159","1337","371"
"220271","COCAL DE TELHA","PI","08/2024","1184","1352","353"
"220271","COCAL DE TELHA","PI","06/2024","1170","1342","392"
"220271","COCAL DE TELHA","PI","05/2024","1197","1388","349"
"220271","COCAL DE TELHA","PI","04/2024","1188","1387","350"
"220271","COCAL DE TELHA","PI","03/2024","1188","1389","353"
"220271","COCAL DE TELHA","PI","02/2024","1186","1387","355"
"220271","COCAL DE TELHA","PI","01/2024","1216","1409","335"
"220271","COCAL DE TELHA","PI","12/2023","1251","1440","380"
"220271","COCAL DE TELHA","PI","11/2023","1241","1430","383"
"220271","COCAL DE TELHA","PI","10/2023","1245","1434","385"
"220271","COCAL DE TELHA","PI","09/2023","1287","1465","347"
"220271","COCAL DE TELHA","PI","08/2023","1277","1455","344"
"220271","COCAL DE TELHA","PI","07/2023","1265","1446","343"
"220271","COCAL DE TELHA","PI","06/2023","1264","1445","344"
"220271","COCAL DE TELHA","PI","05/2023","1415","1576","207"
"220271","COCAL DE TELHA","PI","04/2023","1412","1574","208"
"220271","COCAL DE TELHA","PI","03/2023","1430","1599","234"
"220272","COCAL DOS ALVES","PI","04/2023","1404","1765","282"
"220272","COCAL DOS ALVES","PI","06/2023","1281","1632","431"
"220272","COCAL DOS ALVES","PI","07/2023","1299","1644","427"
"220272","COCAL DOS ALVES","PI","08/2023","1311","1650","423"
"220272","COCAL DOS ALVES","PI","09/2023","1319","1666","410"
"220272","COCAL DOS ALVES","PI","10/2023","1278","1645","436"
"220272","COCAL DOS ALVES","PI","11/2023","1278","1646","429"
"220272","COCAL DOS ALVES","PI","12/2023","1276","1641","427"
"220272","COCAL DOS ALVES","PI","01/2024","1258","1634","381"
"220272","COCAL DOS ALVES","PI","02/2024","1220","1594","410"
"220272","COCAL DOS ALVES","PI","03/2024","1223","1592","407"
"220272","COCAL DOS ALVES","PI","04/2024","1229","1592","422"
"220272","COCAL DOS ALVES","PI","05/2024","1228","1603","423"
"220272","COCAL DOS ALVES","PI","06/2024","1159","1555","484"
"220272","COCAL DOS ALVES","PI","07/2024","1176","1566","471"
"220272","COCAL DOS ALVES","PI","08/2024","1197","1583","465"
"220272","COCAL DOS ALVES","PI","05/2023","1413","1774","286"
"220272","COCAL DOS ALVES","PI","09/2024","1180","1563","498"
"220272","COCAL DOS ALVES","PI","03/2023","1400","1766","280"
"220273","COIVARAS","PI","04/2023","960","1212","286"
"220273","COIVARAS","PI","09/2024","816","1059","435"
"220273","COIVARAS","PI","08/2024","834","1076","415"
"220273","COIVARAS","PI","07/2024","828","1075","412"
"220273","COIVARAS","PI","06/2024","823","1076","431"
"220273","COIVARAS","PI","05/2024","848","1093","411"
"220273","COIVARAS","PI","04/2024","838","1084","410"
"220273","COIVARAS","PI","03/2024","835","1084","406"
"220273","COIVARAS","PI","02/2024","831","1079","398"
"220273","COIVARAS","PI","01/2024","856","1095","383"
"220273","COIVARAS","PI","12/2023","855","1091","414"
"220273","COIVARAS","PI","11/2023","848","1090","410"
"220273","COIVARAS","PI","10/2023","858","1099","407"
"220273","COIVARAS","PI","09/2023","883","1127","374"
"220273","COIVARAS","PI","08/2023","879","1126","373"
"220273","COIVARAS","PI","07/2023","880","1126","371"
"220273","COIVARAS","PI","06/2023","875","1127","372"
"220273","COIVARAS","PI","05/2023","950","1208","287"
"220273","COIVARAS","PI","03/2023","978","1230","286"
"220275","COLÔNIA DO GURGUÉIA","PI","08/2024","1874","2055","690"
"220275","COLÔNIA DO GURGUÉIA","PI","03/2023","2394","2588","617"
"220275","COLÔNIA DO GURGUÉIA","PI","04/2023","2386","2567","573"
"220275","COLÔNIA DO GURGUÉIA","PI","05/2023","2388","2563","551"
"220275","COLÔNIA DO GURGUÉIA","PI","06/2023","2042","2285","824"
"220275","COLÔNIA DO GURGUÉIA","PI","07/2023","2058","2296","822"
"220275","COLÔNIA DO GURGUÉIA","PI","08/2023","2074","2299","826"
"220275","COLÔNIA DO GURGUÉIA","PI","09/2023","2088","2309","826"
"220275","COLÔNIA DO GURGUÉIA","PI","10/2023","1978","2228","909"
"220275","COLÔNIA DO GURGUÉIA","PI","11/2023","1990","2233","912"
"220275","COLÔNIA DO GURGUÉIA","PI","12/2023","2010","2242","907"
"220275","COLÔNIA DO GURGUÉIA","PI","01/2024","1930","2190","754"
"220275","COLÔNIA DO GURGUÉIA","PI","02/2024","1890","2151","770"
"220275","COLÔNIA DO GURGUÉIA","PI","03/2024","1912","2161","772"
"220275","COLÔNIA DO GURGUÉIA","PI","04/2024","1916","2147","759"
"220275","COLÔNIA DO GURGUÉIA","PI","05/2024","1912","2134","749"
"220275","COLÔNIA DO GURGUÉIA","PI","06/2024","1835","2037","811"
"220275","COLÔNIA DO GURGUÉIA","PI","07/2024","1845","2033","687"
"220275","COLÔNIA DO GURGUÉIA","PI","09/2024","1846","2036","695"
"220277","COLÔNIA DO PIAUÍ","PI","08/2024","1658","1906","649"
"220277","COLÔNIA DO PIAUÍ","PI","09/2024","1605","1874","687"
"220277","COLÔNIA DO PIAUÍ","PI","03/2023","2115","2427","450"
"220277","COLÔNIA DO PIAUÍ","PI","04/2023","2099","2393","429"
"220277","COLÔNIA DO PIAUÍ","PI","05/2023","2087","2380","429"
"220277","COLÔNIA DO PIAUÍ","PI","06/2023","1845","2126","689"
"220277","COLÔNIA DO PIAUÍ","PI","07/2023","1851","2130","685"
"220277","COLÔNIA DO PIAUÍ","PI","08/2023","1886","2140","682"
"220277","COLÔNIA DO PIAUÍ","PI","09/2023","1890","2141","691"
"220277","COLÔNIA DO PIAUÍ","PI","10/2023","1796","2080","749"
"220277","COLÔNIA DO PIAUÍ","PI","11/2023","1799","2073","750"
"220277","COLÔNIA DO PIAUÍ","PI","12/2023","1813","2074","749"
"220277","COLÔNIA DO PIAUÍ","PI","01/2024","1787","2079","647"
"220277","COLÔNIA DO PIAUÍ","PI","02/2024","1727","2039","669"
"220277","COLÔNIA DO PIAUÍ","PI","03/2024","1743","2046","661"
"220277","COLÔNIA DO PIAUÍ","PI","04/2024","1736","2033","653"
"220277","COLÔNIA DO PIAUÍ","PI","05/2024","1728","2015","646"
"220277","COLÔNIA DO PIAUÍ","PI","06/2024","1654","1916","736"
"220277","COLÔNIA DO PIAUÍ","PI","07/2024","1646","1897","633"
"220280","CONCEIÇÃO DO CANINDÉ","PI","12/2023","1684","1847","572"
"220280","CONCEIÇÃO DO CANINDÉ","PI","03/2023","1859","2022","382"
"220280","CONCEIÇÃO DO CANINDÉ","PI","04/2023","1859","2014","367"
"220280","CONCEIÇÃO DO CANINDÉ","PI","05/2023","1864","2021","370"
"220280","CONCEIÇÃO DO CANINDÉ","PI","06/2023","1729","1901","497"
"220280","CONCEIÇÃO DO CANINDÉ","PI","07/2023","1735","1907","495"
"220280","CONCEIÇÃO DO CANINDÉ","PI","08/2023","1742","1912","493"
"220280","CONCEIÇÃO DO CANINDÉ","PI","09/2023","1742","1909","504"
"220280","CONCEIÇÃO DO CANINDÉ","PI","10/2023","1676","1842","570"
"220280","CONCEIÇÃO DO CANINDÉ","PI","11/2023","1675","1838","574"
"220280","CONCEIÇÃO DO CANINDÉ","PI","01/2024","1661","1831","524"
"220280","CONCEIÇÃO DO CANINDÉ","PI","02/2024","1604","1788","547"
"220280","CONCEIÇÃO DO CANINDÉ","PI","03/2024","1584","1766","537"
"220280","CONCEIÇÃO DO CANINDÉ","PI","04/2024","1582","1763","529"
"220280","CONCEIÇÃO DO CANINDÉ","PI","05/2024","1565","1741","524"
"220280","CONCEIÇÃO DO CANINDÉ","PI","06/2024","1518","1690","565"
"220280","CONCEIÇÃO DO CANINDÉ","PI","07/2024","1513","1684","483"
"220280","CONCEIÇÃO DO CANINDÉ","PI","08/2024","1516","1691","507"
"220280","CONCEIÇÃO DO CANINDÉ","PI","09/2024","1486","1678","550"
"220285","CORONEL JOSÉ DIAS","PI","05/2023","1692","1753","270"
"220285","CORONEL JOSÉ DIAS","PI","03/2023","1704","1769","283"
"220285","CORONEL JOSÉ DIAS","PI","09/2024","1301","1454","384"
"220285","CORONEL JOSÉ DIAS","PI","08/2024","1344","1489","349"
"220285","CORONEL JOSÉ DIAS","PI","07/2024","1320","1474","353"
"220285","CORONEL JOSÉ DIAS","PI","06/2024","1328","1491","431"
"220285","CORONEL JOSÉ DIAS","PI","05/2024","1378","1539","401"
"220285","CORONEL JOSÉ DIAS","PI","04/2024","1384","1546","408"
"220285","CORONEL JOSÉ DIAS","PI","03/2024","1391","1554","412"
"220285","CORONEL JOSÉ DIAS","PI","02/2024","1375","1541","412"
"220285","CORONEL JOSÉ DIAS","PI","04/2023","1694","1755","274"
"220285","CORONEL JOSÉ DIAS","PI","01/2024","1421","1572","403"
"220285","CORONEL JOSÉ DIAS","PI","12/2023","1463","1607","451"
"220285","CORONEL JOSÉ DIAS","PI","11/2023","1449","1596","448"
"220285","CORONEL JOSÉ DIAS","PI","10/2023","1440","1586","450"
"220285","CORONEL JOSÉ DIAS","PI","09/2023","1503","1635","395"
"220285","CORONEL JOSÉ DIAS","PI","08/2023","1501","1637","395"
"220285","CORONEL JOSÉ DIAS","PI","07/2023","1491","1637","395"
"220285","CORONEL JOSÉ DIAS","PI","06/2023","1482","1630","397"
"220290","CORRENTE","PI","03/2023","5307","6729","1738"
"220290","CORRENTE","PI","04/2023","5284","6695","1681"
"220290","CORRENTE","PI","05/2023","5285","6698","1639"
"220290","CORRENTE","PI","06/2023","4619","6082","2293"
"220290","CORRENTE","PI","07/2023","4638","6092","2310"
"220290","CORRENTE","PI","08/2023","4680","6126","2307"
"220290","CORRENTE","PI","09/2023","4709","6153","2317"
"220290","CORRENTE","PI","10/2023","4472","6014","2486"
"220290","CORRENTE","PI","11/2023","4478","6018","2494"
"220290","CORRENTE","PI","12/2023","4527","6053","2483"
"220290","CORRENTE","PI","01/2024","4318","5685","2240"
"220290","CORRENTE","PI","02/2024","4110","5508","2374"
"220290","CORRENTE","PI","03/2024","4132","5528","2354"
"220290","CORRENTE","PI","04/2024","4145","5531","2348"
"220290","CORRENTE","PI","05/2024","4110","5494","2332"
"220290","CORRENTE","PI","06/2024","3817","5299","2551"
"220290","CORRENTE","PI","07/2024","3808","5263","2232"
"220290","CORRENTE","PI","08/2024","3834","5289","2220"
"220290","CORRENTE","PI","09/2024","3698","5187","2256"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","07/2024","1139","1514","613"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","08/2024","1148","1525","602"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","03/2023","1505","1817","522"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","04/2023","1480","1782","491"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","05/2023","1467","1772","499"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","06/2023","1282","1638","639"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","07/2023","1285","1636","645"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","08/2023","1292","1641","639"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","09/2023","1292","1633","643"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","10/2023","1208","1585","691"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","11/2023","1222","1590","696"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","12/2023","1233","1589","701"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","01/2024","1219","1589","642"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","02/2024","1178","1577","666"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","03/2024","1197","1591","666"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","04/2024","1202","1595","670"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","05/2024","1205","1597","664"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","06/2024","1150","1536","730"
"220300","CRISTALÂNDIA DO PIAUÍ","PI","09/2024","1120","1509","626"
"220310","CRISTINO CASTRO","PI","03/2023","2735","3077","836"
"220310","CRISTINO CASTRO","PI","04/2023","2753","3085","770"
"220310","CRISTINO CASTRO","PI","09/2024","2136","2590","948"
"220310","CRISTINO CASTRO","PI","08/2024","2215","2634","931"
"220310","CRISTINO CASTRO","PI","07/2024","2196","2629","933"
"220310","CRISTINO CASTRO","PI","06/2024","2200","2649","1108"
"220310","CRISTINO CASTRO","PI","05/2024","2307","2747","1042"
"220310","CRISTINO CASTRO","PI","04/2024","2319","2773","1056"
"220310","CRISTINO CASTRO","PI","03/2024","2325","2791","1066"
"220310","CRISTINO CASTRO","PI","02/2024","2298","2760","1075"
"220310","CRISTINO CASTRO","PI","01/2024","2402","2809","1029"
"220310","CRISTINO CASTRO","PI","12/2023","2427","2836","1118"
"220310","CRISTINO CASTRO","PI","11/2023","2398","2816","1123"
"220310","CRISTINO CASTRO","PI","10/2023","2376","2805","1116"
"220310","CRISTINO CASTRO","PI","09/2023","2465","2856","1050"
"220310","CRISTINO CASTRO","PI","08/2023","2442","2847","1049"
"220310","CRISTINO CASTRO","PI","07/2023","2428","2841","1053"
"220310","CRISTINO CASTRO","PI","06/2023","2401","2822","1053"
"220310","CRISTINO CASTRO","PI","05/2023","2767","3099","758"
"220320","CURIMATÁ","PI","10/2023","2095","2619","1132"
"220320","CURIMATÁ","PI","09/2024","2082","2596","1052"
"220320","CURIMATÁ","PI","08/2024","2115","2624","1025"
"220320","CURIMATÁ","PI","07/2024","2092","2598","1018"
"220320","CURIMATÁ","PI","06/2024","2082","2596","1170"
"220320","CURIMATÁ","PI","05/2024","2134","2633","1101"
"220320","CURIMATÁ","PI","04/2024","2111","2620","1097"
"220320","CURIMATÁ","PI","03/2024","2095","2619","1093"
"220320","CURIMATÁ","PI","02/2024","2062","2589","1096"
"220320","CURIMATÁ","PI","01/2024","2111","2616","1067"
"220320","CURIMATÁ","PI","12/2023","2132","2641","1141"
"220320","CURIMATÁ","PI","11/2023","2113","2630","1134"
"220320","CURIMATÁ","PI","09/2023","2194","2697","1043"
"220320","CURIMATÁ","PI","08/2023","2181","2687","1037"
"220320","CURIMATÁ","PI","07/2023","2157","2674","1027"
"220320","CURIMATÁ","PI","06/2023","2130","2663","1018"
"220320","CURIMATÁ","PI","05/2023","2333","2832","840"
"220320","CURIMATÁ","PI","04/2023","2326","2820","846"
"220320","CURIMATÁ","PI","03/2023","2318","2840","905"
"220323","CURRAIS","PI","09/2024","1061","1324","585"
"220323","CURRAIS","PI","03/2023","1390","1592","481"
"220323","CURRAIS","PI","04/2023","1384","1587","461"
"220323","CURRAIS","PI","05/2023","1370","1578","456"
"220323","CURRAIS","PI","06/2023","1214","1452","587"
"220323","CURRAIS","PI","07/2023","1218","1453","590"
"220323","CURRAIS","PI","08/2023","1229","1459","589"
"220323","CURRAIS","PI","09/2023","1240","1473","592"
"220323","CURRAIS","PI","10/2023","1186","1439","632"
"220323","CURRAIS","PI","11/2023","1201","1445","630"
"220323","CURRAIS","PI","12/2023","1212","1456","625"
"220323","CURRAIS","PI","01/2024","1174","1424","579"
"220323","CURRAIS","PI","02/2024","1109","1372","611"
"220323","CURRAIS","PI","03/2024","1111","1372","612"
"220323","CURRAIS","PI","04/2024","1117","1373","608"
"220323","CURRAIS","PI","05/2024","1119","1371","601"
"220323","CURRAIS","PI","06/2024","1059","1329","642"
"220323","CURRAIS","PI","07/2024","1072","1335","577"
"220323","CURRAIS","PI","08/2024","1101","1350","566"
